Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.6070         -911.895     -916.410        4.515   281.7
0.6080         -911.878     -916.286        4.408   275.0
0.6090         -911.857     -916.190        4.334   270.4
0.6100         -911.832     -916.120        4.288   267.5
0.6110         -911.805     -916.066        4.261   265.8
0.6120         -911.778     -916.023        4.245   264.8
0.6130         -911.749     -915.984        4.235   264.2
0.6140         -911.720     -915.951        4.230   263.9
0.6150         -911.691     -915.922        4.231   264.0
0.6160         -911.663     -915.902        4.239   264.5
0.6170         -911.635     -915.894        4.259   265.7
0.6180         -911.608     -915.901        4.294   267.9
0.6190         -911.583     -915.927        4.344   271.0
0.6200         -911.561     -915.971        4.410   275.1
0.6210         -911.543     -916.034        4.491   280.2
0.6220         -911.529     -916.114        4.586   286.1
0.6230         -911.519     -916.209        4.689   292.6
0.6240         -911.516     -916.313        4.797   299.3
0.6250         -911.517     -916.422        4.905   306.0
0.6260         -911.524     -916.529        5.005   312.3
0.6270         -911.536     -916.630        5.094   317.8
0.6280         -911.552     -916.717        5.166   322.3
0.6290         -911.571     -916.787        5.216   325.4
0.6300         -911.592     -916.834        5.243   327.1
0.6310         -911.613     -916.856        5.243   327.1
0.6320         -911.635     -916.851        5.216   325.4
0.6330         -911.654     -916.817        5.163   322.1
0.6340         -911.670     -916.757        5.086   317.3
0.6350         -911.683     -916.674        4.991   311.4
0.6360         -911.689     -916.576        4.886   304.8
0.6370         -911.691     -916.471        4.779   298.2
0.6380         -911.688     -916.368        4.680   292.0
0.6390         -911.680     -916.274        4.595   286.7
0.6400         -911.667     -916.194        4.527   282.4
0.6410         -911.652     -916.129        4.477   279.3
0.6420         -911.635     -916.076        4.441   277.1
0.6430         -911.616     -916.033        4.417   275.6
0.6440         -911.596     -915.998        4.402   274.6
0.6450         -911.576     -915.970        4.394   274.2
0.6460         -911.555     -915.949        4.394   274.2
0.6470         -911.534     -915.936        4.402   274.7
0.6480         -911.514     -915.933        4.419   275.7
0.6490         -911.495     -915.940        4.445   277.3
0.6500         -911.478     -915.956        4.478   279.4
0.6510         -911.462     -915.978        4.516   281.7
0.6520         -911.448     -916.002        4.554   284.1
0.6530         -911.436     -916.024        4.588   286.2
0.6540         -911.426     -916.039        4.614   287.8
0.6550         -911.416     -916.045        4.628   288.8
0.6560         -911.407     -916.037        4.630   288.9
0.6570         -911.398     -916.016        4.618   288.1
0.6580         -911.388     -915.981        4.593   286.6
0.6590         -911.377     -915.935        4.558   284.4
0.6600         -911.363     -915.880        4.517   281.8
0.6610         -911.348     -915.821        4.473   279.1
0.6620         -911.330     -915.762        4.431   276.5
0.6630         -911.311     -915.707        4.396   274.3
0.6640         -911.290     -915.662        4.372   272.8
0.6650         -911.267     -915.631        4.363   272.2
0.6660         -911.245     -915.617        4.371   272.7
0.6670         -911.224     -915.622        4.398   274.4
0.6680         -911.204     -915.646        4.442   277.1
0.6690         -911.187     -915.688        4.501   280.8
0.6700         -911.173     -915.743        4.570   285.1
0.6710         -911.163     -915.807        4.644   289.7
0.6720         -911.156     -915.871        4.715   294.2
0.6730         -911.152     -915.929        4.776   298.0
0.6740         -911.152     -915.972        4.820   300.7
0.6750         -911.153     -915.994        4.841   302.0
0.6760         -911.155     -915.990        4.835   301.7
0.6770         -911.155     -915.957        4.801   299.6
0.6780         -911.154     -915.896        4.742   295.8
0.6790         -911.149     -915.809        4.660   290.7
0.6800         -911.140     -915.703        4.564   284.7
0.6810         -911.125     -915.589        4.463   278.5
0.6820         -911.106     -915.477        4.371   272.7
0.6830         -911.083     -915.380        4.297   268.1
0.6840         -911.056     -915.305        4.249   265.1
0.6850         -911.028     -915.256        4.229   263.8
0.6860         -910.999     -915.227        4.229   263.8
0.6870         -910.970     -915.209        4.239   264.5
0.6880         -910.942     -915.191        4.250   265.1
0.6890         -910.914     -915.166        4.252   265.3
0.6900         -910.886     -915.128        4.242   264.7
0.6910         -910.857     -915.075        4.218   263.1
0.6920         -910.827     -915.007        4.180   260.8
0.6930         -910.794     -914.926        4.131   257.7
0.6940         -910.759     -914.832        4.073   254.1
0.6950         -910.721     -914.729        4.007   250.0
0.6960         -910.680     -914.617        3.938   245.7
0.6970         -910.635     -914.501        3.867   241.2
0.6980         -910.586     -914.384        3.798   236.9
0.6990         -910.535     -914.269        3.735   233.0
0.7000         -910.480     -914.161        3.681   229.7
0.7010         -910.422     -914.064        3.641   227.2
0.7020         -910.364     -913.981        3.617   225.7
0.7030         -910.304     -913.915        3.612   225.3
0.7040         -910.244     -913.871        3.627   226.3
0.7050         -910.186     -913.852        3.666   228.7
0.7060         -910.130     -913.859        3.730   232.7
0.7070         -910.077     -913.898        3.821   238.4
0.7080         -910.030     -913.971        3.941   245.9
0.7090         -909.990     -914.083        4.093   255.3
0.7100         -909.958     -914.234        4.276   266.8
0.7110         -909.935     -914.425        4.490   280.1
0.7120         -909.924     -914.653        4.729   295.1
0.7130         -909.925     -914.912        4.986   311.1
0.7140         -909.939     -915.190        5.250   327.6
0.7150         -909.967     -915.475        5.508   343.7
0.7160         -910.007     -915.752        5.745   358.5
0.7170         -910.058     -916.005        5.947   371.1
0.7180         -910.118     -916.220        6.102   380.7
0.7190         -910.185     -916.382        6.197   386.6
0.7200         -910.255     -916.481        6.226   388.5
0.7210         -910.326     -916.512        6.186   386.0
0.7220         -910.393     -916.470        6.077   379.2
0.7230         -910.453     -916.357        5.904   368.4
0.7240         -910.503     -916.177        5.674   354.0
0.7250         -910.541     -915.939        5.398   336.8
0.7260         -910.564     -915.653        5.089   317.5
0.7270         -910.572     -915.337        4.765   297.3
0.7280         -910.563     -915.016        4.453   277.8
0.7290         -910.540     -914.722        4.182   260.9
0.7300         -910.504     -914.490        3.986   248.7
0.7310         -910.461     -914.349        3.889   242.6
0.7320         -910.414     -914.311        3.897   243.1
0.7330         -910.371     -914.370        4.000   249.5
0.7340         -910.333     -914.504        4.171   260.2
0.7350         -910.306     -914.683        4.378   273.1
0.7360         -910.288     -914.879        4.591   286.4
0.7370         -910.282     -915.071        4.789   298.8
0.7380         -910.284     -915.245        4.960   309.5
0.7390         -910.295     -915.394        5.099   318.1
0.7400         -910.311     -915.515        5.203   324.6
0.7410         -910.333     -915.607        5.275   329.1
0.7420         -910.357     -915.673        5.316   331.7
0.7430         -910.383     -915.714        5.331   332.6
0.7440         -910.409     -915.734        5.325   332.3
0.7450         -910.434     -915.737        5.302   330.8
0.7460         -910.458     -915.726        5.267   328.6
0.7470         -910.480     -915.704        5.224   325.9
0.7480         -910.500     -915.676        5.175   322.9
0.7490         -910.518     -915.644        5.126   319.8
0.7500         -910.532     -915.612        5.080   316.9
0.7510         -910.545     -915.585        5.040   314.5
0.7520         -910.556     -915.568        5.012   312.7
0.7530         -910.566     -915.566        5.000   311.9
0.7540         -910.576     -915.581        5.006   312.3
0.7550         -910.586     -915.617        5.031   313.9
0.7560         -910.598     -915.672        5.074   316.6
0.7570         -910.612     -915.745        5.132   320.2
0.7580         -910.630     -915.830        5.200   324.5
0.7590         -910.651     -915.923        5.272   328.9
0.7600         -910.675     -916.014        5.339   333.1
0.7610         -910.703     -916.095        5.392   336.4
0.7620         -910.733     -916.155        5.422   338.3
0.7630         -910.764     -916.183        5.419   338.1
0.7640         -910.794     -916.172        5.379   335.6
0.7650         -910.821     -916.119        5.298   330.6
0.7660         -910.843     -916.023        5.180   323.2
0.7670         -910.859     -915.886        5.028   313.7
0.7680         -910.866     -915.714        4.848   302.5
0.7690         -910.864     -915.513        4.648   290.0
0.7700         -910.852     -915.289        4.437   276.8
0.7710         -910.829     -915.052        4.223   263.5
0.7720         -910.796     -914.815        4.020   250.8
0.7730         -910.752     -914.597        3.844   239.8
0.7740         -910.701     -914.421        3.719   232.1
