Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.1900         -912.687     -917.639        4.952   308.9
3.1910         -912.695     -917.673        4.978   310.6
3.1920         -912.704     -917.701        4.997   311.8
3.1930         -912.714     -917.724        5.011   312.6
3.1940         -912.724     -917.743        5.019   313.1
3.1950         -912.735     -917.759        5.024   313.4
3.1960         -912.745     -917.773        5.027   313.7
3.1970         -912.757     -917.787        5.031   313.9
3.1980         -912.768     -917.802        5.035   314.1
3.1990         -912.779     -917.820        5.041   314.5
3.2000         -912.791     -917.840        5.049   315.0
3.2010         -912.803     -917.863        5.059   315.7
3.2020         -912.816     -917.887        5.071   316.4
3.2030         -912.829     -917.912        5.083   317.1
3.2040         -912.843     -917.937        5.093   317.8
3.2050         -912.858     -917.958        5.101   318.2
3.2060         -912.872     -917.975        5.102   318.3
3.2070         -912.887     -917.984        5.097   318.0
3.2080         -912.901     -917.985        5.084   317.2
3.2090         -912.915     -917.975        5.061   315.7
3.2100         -912.927     -917.954        5.028   313.7
3.2110         -912.937     -917.922        4.986   311.1
3.2120         -912.945     -917.880        4.936   307.9
3.2130         -912.950     -917.829        4.879   304.4
3.2140         -912.952     -917.771        4.819   300.7
3.2150         -912.951     -917.710        4.759   296.9
3.2160         -912.948     -917.648        4.700   293.3
3.2170         -912.941     -917.589        4.648   290.0
3.2180         -912.932     -917.536        4.604   287.2
3.2190         -912.921     -917.492        4.571   285.2
3.2200         -912.909     -917.460        4.550   283.9
3.2210         -912.896     -917.439        4.543   283.4
3.2220         -912.883     -917.431        4.549   283.8
3.2230         -912.870     -917.436        4.566   284.9
3.2240         -912.858     -917.452        4.593   286.6
3.2250         -912.848     -917.476        4.628   288.7
3.2260         -912.840     -917.507        4.667   291.2
3.2270         -912.834     -917.542        4.709   293.8
3.2280         -912.830     -917.579        4.749   296.3
3.2290         -912.828     -917.614        4.786   298.6
3.2300         -912.827     -917.646        4.818   300.6
3.2310         -912.828     -917.673        4.845   302.3
3.2320         -912.830     -917.696        4.865   303.5
3.2330         -912.833     -917.714        4.880   304.5
3.2340         -912.837     -917.729        4.892   305.2
3.2350         -912.842     -917.742        4.900   305.7
3.2360         -912.846     -917.753        4.907   306.1
3.2370         -912.851     -917.764        4.913   306.5
3.2380         -912.857     -917.776        4.919   306.9
3.2390         -912.862     -917.788        4.926   307.3
3.2400         -912.868     -917.801        4.933   307.7
3.2410         -912.875     -917.815        4.940   308.2
3.2420         -912.881     -917.828        4.947   308.6
3.2430         -912.889     -917.842        4.953   309.0
3.2440         -912.896     -917.855        4.959   309.4
3.2450         -912.904     -917.868        4.964   309.7
3.2460         -912.911     -917.880        4.969   310.0
3.2470         -912.920     -917.891        4.972   310.2
3.2480         -912.928     -917.900        4.973   310.2
3.2490         -912.936     -917.906        4.970   310.1
3.2500         -912.944     -917.907        4.963   309.6
3.2510         -912.951     -917.901        4.950   308.8
3.2520         -912.958     -917.887        4.929   307.5
3.2530         -912.964     -917.863        4.900   305.7
3.2540         -912.967     -917.829        4.862   303.3
3.2550         -912.969     -917.784        4.815   300.4
3.2560         -912.968     -917.728        4.760   297.0
3.2570         -912.965     -917.663        4.698   293.1
3.2580         -912.958     -917.590        4.632   289.0
3.2590         -912.948     -917.511        4.564   284.7
3.2600         -912.934     -917.431        4.497   280.6
3.2610         -912.917     -917.353        4.436   276.7
3.2620         -912.897     -917.281        4.384   273.5
3.2630         -912.875     -917.219        4.344   271.0
3.2640         -912.852     -917.171        4.319   269.5
3.2650         -912.827     -917.139        4.312   269.0
3.2660         -912.802     -917.125        4.322   269.7
3.2670         -912.778     -917.129        4.350   271.4
3.2680         -912.756     -917.150        4.393   274.1
3.2690         -912.737     -917.185        4.448   277.5
3.2700         -912.720     -917.230        4.510   281.4
3.2710         -912.706     -917.281        4.575   285.4
3.2720         -912.696     -917.334        4.638   289.3
3.2730         -912.688     -917.383        4.694   292.9
3.2740         -912.684     -917.426        4.742   295.8
3.2750         -912.681     -917.459        4.777   298.1
3.2760         -912.680     -917.481        4.800   299.5
3.2770         -912.680     -917.491        4.811   300.1
3.2780         -912.680     -917.490        4.810   300.1
3.2790         -912.680     -917.482        4.801   299.6
3.2800         -912.679     -917.467        4.788   298.7
3.2810         -912.678     -917.450        4.772   297.7
3.2820         -912.676     -917.435        4.759   296.9
3.2830         -912.673     -917.424        4.751   296.4
3.2840         -912.670     -917.419        4.748   296.2
3.2850         -912.667     -917.419        4.752   296.5
3.2860         -912.665     -917.426        4.761   297.0
3.2870         -912.663     -917.435        4.772   297.8
3.2880         -912.661     -917.446        4.785   298.5
3.2890         -912.660     -917.456        4.796   299.2
3.2900         -912.660     -917.462        4.803   299.6
3.2910         -912.659     -917.464        4.805   299.8
3.2920         -912.659     -917.460        4.801   299.5
3.2930         -912.659     -917.450        4.792   299.0
3.2940         -912.658     -917.434        4.777   298.0
3.2950         -912.656     -917.413        4.757   296.8
3.2960         -912.653     -917.386        4.733   295.3
3.2970         -912.648     -917.355        4.707   293.7
3.2980         -912.643     -917.322        4.679   291.9
3.2990         -912.636     -917.287        4.651   290.2
3.3000         -912.627     -917.252        4.625   288.5
3.3010         -912.618     -917.218        4.600   287.0
3.3020         -912.607     -917.186        4.579   285.7
3.3030         -912.595     -917.158        4.563   284.7
3.3040         -912.582     -917.134        4.551   284.0
3.3050         -912.569     -917.115        4.546   283.6
3.3060         -912.556     -917.103        4.547   283.7
3.3070         -912.543     -917.099        4.555   284.2
3.3080         -912.531     -917.102        4.571   285.2
3.3090         -912.519     -917.113        4.593   286.6
3.3100         -912.509     -917.132        4.623   288.4
3.3110         -912.501     -917.159        4.658   290.6
3.3120         -912.494     -917.191        4.697   293.1
3.3130         -912.489     -917.229        4.740   295.7
3.3140         -912.487     -917.269        4.782   298.3
3.3150         -912.486     -917.308        4.822   300.8
3.3160         -912.487     -917.344        4.857   303.0
3.3170         -912.490     -917.374        4.883   304.7
3.3180         -912.495     -917.395        4.900   305.7
3.3190         -912.499     -917.404        4.904   306.0
3.3200         -912.504     -917.400        4.896   305.4
3.3210         -912.508     -917.383        4.875   304.1
3.3220         -912.511     -917.353        4.843   302.1
3.3230         -912.512     -917.314        4.802   299.6
3.3240         -912.510     -917.267        4.756   296.8
3.3250         -912.507     -917.216        4.709   293.8
3.3260         -912.501     -917.166        4.665   291.1
3.3270         -912.493     -917.121        4.628   288.8
3.3280         -912.483     -917.085        4.602   287.1
3.3290         -912.473     -917.062        4.589   286.3
3.3300         -912.462     -917.053        4.592   286.5
3.3310         -912.451     -917.061        4.610   287.6
3.3320         -912.442     -917.085        4.643   289.7
3.3330         -912.435     -917.123        4.688   292.5
3.3340         -912.430     -917.172        4.743   295.9
3.3350         -912.427     -917.229        4.802   299.6
3.3360         -912.428     -917.290        4.861   303.3
3.3370         -912.432     -917.349        4.917   306.8
3.3380         -912.439     -917.404        4.965   309.8
3.3390         -912.447     -917.449        5.002   312.1
3.3400         -912.457     -917.483        5.025   313.5
3.3410         -912.468     -917.503        5.034   314.1
3.3420         -912.480     -917.508        5.029   313.7
3.3430         -912.490     -917.500        5.010   312.6
3.3440         -912.500     -917.479        4.979   310.7
3.3450         -912.508     -917.448        4.940   308.2
3.3460         -912.513     -917.409        4.896   305.4
3.3470         -912.517     -917.367        4.850   302.6
3.3480         -912.518     -917.325        4.807   299.9
3.3490         -912.517     -917.288        4.771   297.7
3.3500         -912.515     -917.261        4.746   296.1
3.3510         -912.511     -917.246        4.735   295.4
3.3520         -912.508     -917.248        4.740   295.7
3.3530         -912.505     -917.268        4.763   297.2
3.3540         -912.503     -917.306        4.802   299.6
3.3550         -912.504     -917.361        4.857   303.0
3.3560         -912.508     -917.431        4.923   307.2
3.3570         -912.515     -917.512        4.997   311.8
3.3580         -912.526     -917.600        5.074   316.6
3.3590         -912.541     -917.690        5.149   321.3
3.3600         -912.559     -917.776        5.217   325.5
3.3610         -912.581     -917.854        5.273   329.0
3.3620         -912.605     -917.919        5.314   331.5
3.3630         -912.631     -917.967        5.337   333.0
3.3640         -912.657     -917.997        5.340   333.2
3.3650         -912.684     -918.008        5.324   332.2
3.3660         -912.709     -917.998        5.290   330.0
3.3670         -912.732     -917.971        5.239   326.9
3.3680         -912.752     -917.927        5.175   322.9
3.3690         -912.769     -917.872        5.103   318.4
3.3700         -912.782     -917.810        5.027   313.7
3.3710         -912.792     -917.744        4.952   309.0
3.3720         -912.797     -917.681        4.884   304.7
3.3730         -912.800     -917.625        4.825   301.0
3.3740         -912.800     -917.580        4.780   298.2
3.3750         -912.798     -917.549        4.751   296.4
3.3760         -912.795     -917.534        4.739   295.7
3.3770         -912.791     -917.534        4.743   295.9
3.3780         -912.788     -917.550        4.762   297.1
3.3790         -912.786     -917.580        4.793   299.0
3.3800         -912.786     -917.619        4.833   301.5
3.3810         -912.788     -917.665        4.876   304.2
3.3820         -912.793     -917.714        4.921   307.0
3.3830         -912.799     -917.761        4.961   309.5
3.3840         -912.808     -917.802        4.994   311.6
3.3850         -912.817     -917.834        5.017   313.0
3.3860         -912.828     -917.855        5.027   313.6
3.3870         -912.839     -917.861        5.022   313.4
3.3880         -912.849     -917.854        5.005   312.2
3.3890         -912.859     -917.833        4.975   310.4
3.3900         -912.866     -917.801        4.935   307.9
3.3910         -912.872     -917.761        4.889   305.0
3.3920         -912.875     -917.716        4.841   302.0
3.3930         -912.875     -917.670        4.795   299.2
3.3940         -912.874     -917.629        4.755   296.7
3.3950         -912.871     -917.595        4.725   294.8
3.3960         -912.866     -917.573        4.707   293.7
3.3970         -912.861     -917.564        4.704   293.5
3.3980         -912.856     -917.571        4.716   294.2
3.3990         -912.851     -917.594        4.742   295.9
3.4000         -912.849     -917.630        4.781   298.3
3.4010         -912.848     -917.679        4.831   301.4
3.4020         -912.851     -917.737        4.886   304.8
3.4030         -912.856     -917.800        4.944   308.4
3.4040         -912.864     -917.863        4.999   311.9
3.4050         -912.874     -917.922        5.048   314.9
3.4060         -912.887     -917.973        5.086   317.3
3.4070         -912.901     -918.011        5.110   318.8
3.4080         -912.917     -918.034        5.117   319.2
3.4090         -912.932     -918.038        5.106   318.6
3.4100         -912.946     -918.024        5.078   316.8
3.4110         -912.959     -917.991        5.032   314.0
3.4120         -912.969     -917.941        4.972   310.2
3.4130         -912.976     -917.874        4.898   305.6
3.4140         -912.979     -917.795        4.816   300.5
3.4150         -912.977     -917.706        4.729   295.1
3.4160         -912.972     -917.614        4.642   289.6
3.4170         -912.962     -917.521        4.559   284.4
3.4180         -912.948     -917.433        4.485   279.8
3.4190         -912.930     -917.353        4.423   276.0
3.4200         -912.910     -917.285        4.376   273.0
3.4210         -912.887     -917.231        4.344   271.0
3.4220         -912.864     -917.191        4.327   270.0
3.4230         -912.840     -917.164        4.324   269.8
3.4240         -912.816     -917.148        4.333   270.3
3.4250         -912.792     -917.141        4.348   271.3
3.4260         -912.769     -917.138        4.369   272.6
3.4270         -912.748     -917.138        4.390   273.9
3.4280         -912.727     -917.137        4.410   275.1
3.4290         -912.708     -917.134        4.426   276.1
3.4300         -912.689     -917.125        4.436   276.8
3.4310         -912.670     -917.110        4.439   277.0
3.4320         -912.652     -917.088        4.436   276.7
3.4330         -912.633     -917.058        4.425   276.1
3.4340         -912.614     -917.023        4.410   275.1
3.4350         -912.593     -916.984        4.391   273.9
3.4360         -912.572     -916.943        4.371   272.7
3.4370         -912.550     -916.904        4.354   271.6
3.4380         -912.527     -916.869        4.342   270.9
3.4390         -912.503     -916.842        4.339   270.7
3.4400         -912.480     -916.826        4.346   271.2
3.4410         -912.457     -916.825        4.368   272.5
3.4420         -912.436     -916.839        4.404   274.7
3.4430         -912.417     -916.871        4.454   277.9
3.4440         -912.400     -916.919        4.519   282.0
3.4450         -912.387     -916.983        4.596   286.8
3.4460         -912.378     -917.060        4.682   292.1
3.4470         -912.374     -917.146        4.773   297.8
3.4480         -912.374     -917.237        4.864   303.4
3.4490         -912.378     -917.328        4.950   308.8
3.4500         -912.387     -917.413        5.026   313.6
3.4510         -912.399     -917.487        5.087   317.4
3.4520         -912.414     -917.544        5.130   320.1
3.4530         -912.431     -917.581        5.150   321.3
3.4540         -912.448     -917.594        5.146   321.1
3.4550         -912.464     -917.581        5.117   319.2
3.4560         -912.479     -917.542        5.064   315.9
3.4570         -912.490     -917.479        4.989   311.2
3.4580         -912.497     -917.393        4.896   305.5
3.4590         -912.499     -917.290        4.790   298.9
3.4600         -912.496     -917.173        4.677   291.8
3.4610         -912.487     -917.049        4.561   284.6
3.4620         -912.473     -916.923        4.451   277.7
3.4630         -912.453     -916.803        4.351   271.4
3.4640         -912.428     -916.696        4.268   266.3
3.4650         -912.400     -916.608        4.208   262.5
3.4660         -912.369     -916.545        4.176   260.5
3.4670         -912.337     -916.511        4.174   260.4
3.4680         -912.306     -916.509        4.203   262.2
3.4690         -912.277     -916.537        4.260   265.8
3.4700         -912.251     -916.590        4.340   270.7
3.4710         -912.229     -916.663        4.434   276.6
3.4720         -912.212     -916.746        4.534   282.9
3.4730         -912.201     -916.833        4.632   289.0
3.4740         -912.194     -916.913        4.720   294.5
3.4750         -912.191     -916.983        4.792   299.0
3.4760         -912.191     -917.035        4.844   302.2
3.4770         -912.194     -917.066        4.873   304.0
3.4780         -912.197     -917.075        4.878   304.3
3.4790         -912.200     -917.061        4.860   303.2
3.4800         -912.202     -917.024        4.822   300.8
3.4810         -912.202     -916.966        4.765   297.3
3.4820         -912.198     -916.891        4.693   292.8
3.4830         -912.191     -916.803        4.613   287.8
3.4840         -912.179     -916.707        4.528   282.5
3.4850         -912.164     -916.608        4.444   277.3
3.4860         -912.144     -916.510        4.367   272.4
3.4870         -912.120     -916.421        4.301   268.3
3.4880         -912.094     -916.343        4.249   265.1
3.4890         -912.065     -916.281        4.216   263.0
3.4900         -912.035     -916.237        4.202   262.1
3.4910         -912.005     -916.212        4.207   262.5
3.4920         -911.975     -916.206        4.231   264.0
3.4930         -911.947     -916.218        4.271   266.5
3.4940         -911.921     -916.245        4.324   269.8
3.4950         -911.898     -916.284        4.386   273.7
3.4960         -911.878     -916.331        4.452   277.8
3.4970         -911.862     -916.380        4.518   281.9
3.4980         -911.849     -916.427        4.578   285.6
3.4990         -911.838     -916.466        4.628   288.8
3.5000         -911.830     -916.495        4.665   291.1
3.5010         -911.823     -916.510        4.687   292.4
3.5020         -911.817     -916.510        4.693   292.8
3.5030         -911.811     -916.494        4.683   292.2
3.5040         -911.805     -916.465        4.660   290.7
3.5050         -911.797     -916.424        4.627   288.7
3.5060         -911.787     -916.376        4.590   286.3
3.5070         -911.775     -916.327        4.552   284.0
3.5080         -911.762     -916.280        4.518   281.9
3.5090         -911.747     -916.241        4.494   280.4
3.5100         -911.731     -916.214        4.484   279.7
3.5110         -911.714     -916.204        4.490   280.1
3.5120         -911.699     -916.212        4.513   281.6
3.5130         -911.685     -916.239        4.554   284.1
3.5140         -911.673     -916.284        4.611   287.7
3.5150         -911.665     -916.343        4.679   291.9
3.5160         -911.660     -916.411        4.752   296.5
3.5170         -911.658     -916.481        4.823   300.9
3.5180         -911.660     -916.545        4.885   304.8
3.5190         -911.665     -916.596        4.931   307.6
3.5200         -911.672     -916.626        4.954   309.1
3.5210         -911.679     -916.631        4.952   309.0
3.5220         -911.686     -916.608        4.922   307.1
3.5230         -911.691     -916.555        4.865   303.5
3.5240         -911.692     -916.474        4.782   298.4
3.5250         -911.688     -916.368        4.679   291.9
3.5260         -911.680     -916.240        4.560   284.5
3.5270         -911.665     -916.097        4.433   276.6
3.5280         -911.643     -915.946        4.303   268.5
3.5290         -911.616     -915.794        4.178   260.7
3.5300         -911.582     -915.647        4.065   253.6
3.5310         -911.542     -915.513        3.970   247.7
3.5320         -911.499     -915.397        3.898   243.2
3.5330         -911.452     -915.305        3.852   240.3
3.5340         -911.404     -915.239        3.835   239.3
3.5350         -911.356     -915.203        3.847   240.0
3.5360         -911.308     -915.195        3.887   242.5
3.5370         -911.263     -915.214        3.951   246.5
3.5380         -911.222     -915.257        4.035   251.7
3.5390         -911.185     -915.317        4.132   257.8
3.5400         -911.154     -915.387        4.234   264.1
3.5410         -911.127     -915.460        4.333   270.3
3.5420         -911.105     -915.527        4.422   275.9
3.5430         -911.087     -915.581        4.494   280.4
3.5440         -911.073     -915.616        4.543   283.4
3.5450         -911.060     -915.625        4.566   284.8
3.5460         -911.048     -915.607        4.560   284.5
3.5470         -911.035     -915.560        4.525   282.3
3.5480         -911.019     -915.484        4.465   278.6
3.5490         -911.001     -915.383        4.382   273.4
3.5500         -910.977     -915.261        4.283   267.2
3.5510         -910.949     -915.124        4.175   260.5
3.5520         -910.915     -914.981        4.066   253.7
3.5530         -910.876     -914.840        3.964   247.3
3.5540         -910.832     -914.710        3.878   241.9
3.5550         -910.784     -914.599        3.815   238.0
3.5560         -910.733     -914.516        3.782   236.0
3.5570         -910.682     -914.463        3.781   235.9
3.5580         -910.631     -914.444        3.813   237.9
3.5590         -910.582     -914.457        3.874   241.7
3.5600         -910.537     -914.498        3.960   247.1
3.5610         -910.497     -914.561        4.064   253.6
3.5620         -910.462     -914.640        4.178   260.6
3.5630         -910.433     -914.726        4.293   267.8
3.5640         -910.409     -914.811        4.402   274.6
3.5650         -910.391     -914.888        4.497   280.6
3.5660         -910.377     -914.951        4.574   285.4
3.5670         -910.366     -914.994        4.628   288.7
3.5680         -910.358     -915.015        4.657   290.5
3.5690         -910.351     -915.011        4.661   290.8
3.5700         -910.343     -914.984        4.641   289.5
3.5710         -910.334     -914.935        4.601   287.0
3.5720         -910.322     -914.867        4.544   283.5
3.5730         -910.308     -914.785        4.477   279.3
3.5740         -910.290     -914.693        4.403   274.7
3.5750         -910.268     -914.597        4.329   270.1
3.5760         -910.243     -914.502        4.259   265.7
3.5770         -910.214     -914.411        4.197   261.9
3.5780         -910.182     -914.328        4.146   258.7
3.5790         -910.148     -914.255        4.107   256.2
3.5800         -910.113     -914.192        4.080   254.5
3.5810         -910.076     -914.140        4.064   253.6
3.5820         -910.038     -914.097        4.058   253.2
3.5830         -910.001     -914.062        4.061   253.4
3.5840         -909.964     -914.034        4.070   253.9
3.5850         -909.927     -914.010        4.083   254.7
3.5860         -909.891     -913.988        4.097   255.6
3.5870         -909.856     -913.967        4.112   256.5
3.5880         -909.821     -913.945        4.123   257.3
3.5890         -909.787     -913.918        4.131   257.7
3.5900         -909.753     -913.885        4.132   257.8
3.5910         -909.719     -913.845        4.126   257.4
3.5920         -909.685     -913.797        4.112   256.6
3.5930         -909.650     -913.741        4.091   255.3
3.5940         -909.613     -913.677        4.064   253.6
3.5950         -909.576     -913.607        4.032   251.5
3.5960         -909.536     -913.533        3.997   249.4
3.5970         -909.495     -913.460        3.965   247.4
3.5980         -909.452     -913.392        3.940   245.8
3.5990         -909.408     -913.335        3.927   245.0
3.6000         -909.364     -913.296        3.931   245.3
3.6010         -909.321     -913.278        3.957   246.9
3.6020         -909.279     -913.282        4.003   249.7
3.6030         -909.240     -913.305        4.066   253.6
3.6040         -909.204     -913.342        4.138   258.1
3.6050         -909.172     -913.383        4.210   262.7
3.6060         -909.144     -913.419        4.275   266.7
3.6070         -909.118     -913.443        4.325   269.8
3.6080         -909.095     -913.449        4.355   271.7
3.6090         -909.072     -913.435        4.363   272.2
3.6100         -909.050     -913.399        4.349   271.4
3.6110         -909.026     -913.342        4.316   269.3
3.6120         -909.000     -913.267        4.266   266.2
3.6130         -908.972     -913.175        4.203   262.2
3.6140         -908.941     -913.072        4.131   257.7
3.6150         -908.905     -912.961        4.056   253.0
3.6160         -908.866     -912.847        3.981   248.4
3.6170         -908.823     -912.736        3.913   244.1
3.6180         -908.777     -912.632        3.855   240.5
3.6190         -908.729     -912.539        3.811   237.8
3.6200         -908.678     -912.460        3.782   236.0
3.6210         -908.626     -912.397        3.770   235.2
3.6220         -908.574     -912.350        3.775   235.5
3.6230         -908.523     -912.320        3.797   236.9
3.6240         -908.473     -912.307        3.834   239.2
3.6250         -908.426     -912.312        3.886   242.4
3.6260         -908.381     -912.333        3.952   246.6
3.6270         -908.339     -912.370        4.030   251.5
3.6280         -908.302     -912.422        4.120   257.1
3.6290         -908.270     -912.489        4.219   263.2
3.6300         -908.242     -912.565        4.323   269.7
3.6310         -908.220     -912.649        4.428   276.3
3.6320         -908.203     -912.734        4.531   282.7
3.6330         -908.191     -912.816        4.625   288.5
3.6340         -908.184     -912.890        4.706   293.6
3.6350         -908.180     -912.951        4.770   297.6
3.6360         -908.179     -912.993        4.814   300.3
3.6370         -908.180     -913.016        4.836   301.7
3.6380         -908.181     -913.021        4.840   302.0
3.6390         -908.183     -913.011        4.828   301.2
3.6400         -908.184     -912.990        4.807   299.9
3.6410         -908.183     -912.961        4.778   298.1
3.6420         -908.181     -912.927        4.746   296.1
3.6430         -908.177     -912.893        4.716   294.3
3.6440         -908.172     -912.866        4.694   292.9
3.6450         -908.166     -912.852        4.686   292.4
3.6460         -908.160     -912.860        4.700   293.3
3.6470         -908.155     -912.896        4.741   295.8
3.6480         -908.153     -912.960        4.807   299.9
3.6490         -908.155     -913.046        4.891   305.1
3.6500         -908.161     -913.142        4.981   310.8
3.6510         -908.171     -913.234        5.063   315.9
3.6520         -908.185     -913.310        5.125   319.7
3.6530         -908.202     -913.362        5.160   321.9
3.6540         -908.220     -913.386        5.167   322.4
3.6550         -908.237     -913.384        5.146   321.1
3.6560         -908.253     -913.357        5.104   318.5
3.6570         -908.267     -913.314        5.047   314.9
3.6580         -908.278     -913.261        4.983   310.9
3.6590         -908.285     -913.206        4.920   307.0
3.6600         -908.289     -913.156        4.866   303.6
3.6610         -908.291     -913.117        4.826   301.1
3.6620         -908.292     -913.096        4.804   299.7
3.6630         -908.291     -913.095        4.803   299.7
3.6640         -908.292     -913.115        4.824   301.0
3.6650         -908.293     -913.158        4.865   303.5
3.6660         -908.297     -913.221        4.924   307.2
3.6670         -908.304     -913.301        4.996   311.7
3.6680         -908.315     -913.393        5.077   316.8
3.6690         -908.330     -913.491        5.161   322.0
3.6700         -908.350     -913.590        5.240   326.9
3.6710         -908.373     -913.682        5.309   331.3
3.6720         -908.399     -913.762        5.364   334.6
3.6730         -908.427     -913.825        5.398   336.8
3.6740         -908.457     -913.867        5.410   337.5
3.6750         -908.487     -913.884        5.397   336.7
3.6760         -908.516     -913.877        5.361   334.5
3.6770         -908.542     -913.844        5.302   330.8
3.6780         -908.566     -913.788        5.222   325.8
3.6790         -908.584     -913.711        5.126   319.8
3.6800         -908.598     -913.617        5.018   313.1
3.6810         -908.606     -913.510        4.903   305.9
3.6820         -908.609     -913.395        4.786   298.6
3.6830         -908.605     -913.278        4.673   291.5
3.6840         -908.596     -913.164        4.568   285.0
3.6850         -908.582     -913.060        4.477   279.3
3.6860         -908.564     -912.970        4.405   274.8
3.6870         -908.543     -912.899        4.356   271.8
3.6880         -908.520     -912.853        4.333   270.3
3.6890         -908.496     -912.833        4.337   270.6
3.6900         -908.473     -912.841        4.368   272.5
3.6910         -908.452     -912.876        4.424   276.0
3.6920         -908.434     -912.935        4.501   280.8
3.6930         -908.421     -913.015        4.594   286.6
3.6940         -908.412     -913.109        4.697   293.0
3.6950         -908.409     -913.210        4.802   299.6
3.6960         -908.410     -913.313        4.903   305.9
3.6970         -908.417     -913.412        4.995   311.7
3.6980         -908.428     -913.502        5.074   316.6
3.6990         -908.442     -913.579        5.136   320.5
3.7000         -908.460     -913.640        5.180   323.2
3.7010         -908.479     -913.684        5.205   324.7
3.7020         -908.499     -913.711        5.212   325.1
3.7030         -908.519     -913.721        5.202   324.5
3.7040         -908.538     -913.717        5.178   323.1
3.7050         -908.556     -913.702        5.146   321.0
3.7060         -908.572     -913.679        5.107   318.6
3.7070         -908.586     -913.654        5.068   316.2
3.7080         -908.599     -913.631        5.032   314.0
3.7090         -908.609     -913.613        5.004   312.2
3.7100         -908.619     -913.605        4.987   311.1
3.7110         -908.627     -913.611        4.983   310.9
3.7120         -908.636     -913.631        4.994   311.6
3.7130         -908.646     -913.667        5.021   313.2
3.7140         -908.657     -913.718        5.061   315.8
3.7150         -908.671     -913.785        5.114   319.1
3.7160         -908.688     -913.864        5.177   323.0
3.7170         -908.707     -913.954        5.247   327.3
3.7180         -908.731     -914.050        5.320   331.9
3.7190         -908.758     -914.150        5.392   336.4
3.7200         -908.788     -914.250        5.461   340.7
3.7210         -908.822     -914.345        5.523   344.6
3.7220         -908.859     -914.434        5.575   347.8
3.7230         -908.898     -914.513        5.614   350.3
3.7240         -908.939     -914.579        5.640   351.9
3.7250         -908.981     -914.633        5.652   352.6
3.7260         -909.023     -914.673        5.650   352.5
3.7270         -909.065     -914.700        5.635   351.6
3.7280         -909.106     -914.716        5.610   350.0
3.7290         -909.145     -914.722        5.576   347.9
3.7300         -909.183     -914.719        5.536   345.4
3.7310         -909.218     -914.711        5.492   342.7
3.7320         -909.252     -914.698        5.446   339.8
3.7330         -909.283     -914.682        5.400   336.9
3.7340         -909.311     -914.666        5.355   334.1
3.7350         -909.338     -914.651        5.313   331.5
3.7360         -909.362     -914.638        5.276   329.2
3.7370         -909.385     -914.629        5.244   327.2
3.7380         -909.406     -914.623        5.217   325.5
3.7390         -909.426     -914.622        5.196   324.2
3.7400         -909.445     -914.626        5.181   323.2
3.7410         -909.464     -914.634        5.170   322.6
3.7420         -909.481     -914.646        5.164   322.2
3.7430         -909.499     -914.661        5.162   322.1
3.7440         -909.517     -914.680        5.163   322.1
3.7450         -909.535     -914.702        5.167   322.4
3.7460         -909.553     -914.726        5.173   322.8
3.7470         -909.571     -914.752        5.181   323.2
3.7480         -909.590     -914.779        5.189   323.7
3.7490         -909.609     -914.806        5.197   324.3
3.7500         -909.629     -914.835        5.206   324.8
3.7510         -909.649     -914.864        5.215   325.4
3.7520         -909.669     -914.895        5.226   326.0
3.7530         -909.690     -914.928        5.238   326.8
3.7540         -909.712     -914.964        5.252   327.7
3.7550         -909.735     -915.003        5.268   328.7
3.7560         -909.758     -915.045        5.287   329.9
3.7570         -909.782     -915.091        5.309   331.2
3.7580         -909.808     -915.140        5.332   332.7
3.7590         -909.835     -915.191        5.357   334.2
3.7600         -909.862     -915.243        5.381   335.7
3.7610         -909.892     -915.295        5.403   337.1
3.7620         -909.922     -915.343        5.422   338.3
3.7630         -909.953     -915.387        5.434   339.0
3.7640         -909.984     -915.423        5.439   339.3
3.7650         -910.015     -915.449        5.433   339.0
3.7660         -910.046     -915.464        5.418   338.0
3.7670         -910.076     -915.468        5.391   336.4
3.7680         -910.105     -915.459        5.354   334.1
3.7690         -910.131     -915.440        5.308   331.2
3.7700         -910.155     -915.410        5.255   327.8
3.7710         -910.176     -915.372        5.196   324.2
3.7720         -910.194     -915.328        5.134   320.3
3.7730         -910.209     -915.281        5.071   316.4
3.7740         -910.221     -915.234        5.012   312.7
3.7750         -910.231     -915.191        4.961   309.5
3.7760         -910.237     -915.159        4.922   307.1
3.7770         -910.242     -915.144        4.902   305.8
3.7780         -910.247     -915.152        4.905   306.0
3.7790         -910.252     -915.186        4.934   307.8
3.7800         -910.260     -915.247        4.988   311.2
3.7810         -910.270     -915.332        5.062   315.8
3.7820         -910.284     -915.434        5.149   321.3
3.7830         -910.303     -915.543        5.240   326.9
3.7840         -910.327     -915.653        5.326   332.3
3.7850         -910.354     -915.754        5.400   336.9
3.7860         -910.385     -915.842        5.457   340.5
3.7870         -910.418     -915.915        5.497   342.9
3.7880         -910.453     -915.971        5.518   344.3
3.7890         -910.489     -916.013        5.524   344.6
3.7900         -910.524     -916.040        5.516   344.1
3.7910         -910.559     -916.056        5.497   343.0
3.7920         -910.593     -916.064        5.470   341.3
3.7930         -910.626     -916.064        5.439   339.3
3.7940         -910.657     -916.061        5.404   337.2
3.7950         -910.686     -916.055        5.369   335.0
3.7960         -910.713     -916.048        5.335   332.9
