Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
5.7510        -439.1258    -442.4909       3.3651   289.3
5.7520        -439.1197    -442.4929       3.3732   290.0
5.7530        -439.1141    -442.5021       3.3880   291.2
5.7540        -439.1094    -442.5174       3.4080   292.9
5.7550        -439.1057    -442.5370       3.4313   295.0
5.7560        -439.1033    -442.5593       3.4560   297.1
5.7570        -439.1020    -442.5822       3.4802   299.2
5.7580        -439.1020    -442.6043       3.5023   301.1
5.7590        -439.1030    -442.6240       3.5209   302.7
5.7600        -439.1049    -442.6402       3.5353   303.9
5.7610        -439.1074    -442.6521       3.5448   304.7
5.7620        -439.1102    -442.6593       3.5491   305.1
5.7630        -439.1132    -442.6616       3.5484   305.0
5.7640        -439.1160    -442.6593       3.5433   304.6
5.7650        -439.1185    -442.6531       3.5346   303.8
5.7660        -439.1205    -442.6440       3.5235   302.9
5.7670        -439.1220    -442.6330       3.5110   301.8
5.7680        -439.1227    -442.6208       3.4981   300.7
5.7690        -439.1229    -442.6083       3.4854   299.6
5.7700        -439.1224    -442.5959       3.4736   298.6
5.7710        -439.1214    -442.5840       3.4626   297.6
5.7720        -439.1198    -442.5723       3.4525   296.8
5.7730        -439.1177    -442.5608       3.4431   296.0
5.7740        -439.1152    -442.5491       3.4339   295.2
5.7750        -439.1122    -442.5372       3.4250   294.4
5.7760        -439.1088    -442.5251       3.4163   293.7
5.7770        -439.1049    -442.5131       3.4081   293.0
5.7780        -439.1007    -442.5014       3.4007   292.3
5.7790        -439.0961    -442.4905       3.3945   291.8
5.7800        -439.0912    -442.4809       3.3897   291.4
5.7810        -439.0861    -442.4730       3.3869   291.1
5.7820        -439.0810    -442.4672       3.3862   291.1
5.7830        -439.0758    -442.4639       3.3881   291.2
5.7840        -439.0708    -442.4634       3.3926   291.6
5.7850        -439.0660    -442.4659       3.3999   292.3
5.7860        -439.0617    -442.4715       3.4098   293.1
5.7870        -439.0579    -442.4803       3.4223   294.2
5.7880        -439.0548    -442.4919       3.4371   295.4
5.7890        -439.0525    -442.5063       3.4538   296.9
5.7900        -439.0511    -442.5233       3.4722   298.5
5.7910        -439.0506    -442.5424       3.4918   300.2
5.7920        -439.0511    -442.5632       3.5121   301.9
5.7930        -439.0526    -442.5853       3.5327   303.7
5.7940        -439.0551    -442.6081       3.5529   305.4
5.7950        -439.0587    -442.6311       3.5725   307.1
5.7960        -439.0632    -442.6539       3.5908   308.7
5.7970        -439.0685    -442.6758       3.6073   310.1
5.7980        -439.0747    -442.6962       3.6215   311.3
5.7990        -439.0815    -442.7138       3.6323   312.2
5.8000        -439.0888    -442.7272       3.6384   312.8
5.8010        -439.0962    -442.7345       3.6382   312.7
5.8020        -439.1035    -442.7339       3.6304   312.1
5.8030        -439.1103    -442.7244       3.6141   310.7
5.8040        -439.1160    -442.7054       3.5894   308.5
5.8050        -439.1204    -442.6774       3.5571   305.8
5.8060        -439.1230    -442.6411       3.5182   302.4
5.8070        -439.1235    -442.5978       3.4743   298.6
5.8080        -439.1218    -442.5490       3.4273   294.6
5.8090        -439.1177    -442.4966       3.3790   290.5
5.8100        -439.1111    -442.4426       3.3315   286.4
5.8110        -439.1023    -442.3892       3.2869   282.5
5.8120        -439.0913    -442.3384       3.2471   279.1
5.8130        -439.0785    -442.2923       3.2138   276.3
5.8140        -439.0641    -442.2526       3.1885   274.1
5.8150        -439.0487    -442.2208       3.1721   272.7
5.8160        -439.0326    -442.1979       3.1653   272.1
5.8170        -439.0164    -442.1847       3.1683   272.3
5.8180        -439.0005    -442.1815       3.1810   273.4
5.8190        -438.9855    -442.1886       3.2031   275.3
5.8200        -438.9717    -442.2061       3.2344   278.0
5.8210        -438.9597    -442.2341       3.2743   281.5
5.8220        -438.9499    -442.2723       3.3225   285.6
5.8230        -438.9426    -442.3206       3.3780   290.4
5.8240        -438.9382    -442.3778       3.4396   295.7
5.8250        -438.9369    -442.4425       3.5056   301.3
5.8260        -438.9391    -442.5128       3.5736   307.2
5.8270        -438.9447    -442.5858       3.6412   313.0
5.8280        -438.9535    -442.6588       3.7053   318.5
5.8290        -438.9655    -442.7286       3.7631   323.5
5.8300        -438.9802    -442.7919       3.8117   327.7
5.8310        -438.9970    -442.8460       3.8490   330.9
5.8320        -439.0155    -442.8890       3.8734   333.0
5.8330        -439.0350    -442.9197       3.8847   333.9
5.8340        -439.0547    -442.9383       3.8835   333.8
5.8350        -439.0742    -442.9456       3.8714   332.8
5.8360        -439.0929    -442.9434       3.8505   331.0
5.8370        -439.1104    -442.9335       3.8231   328.6
5.8380        -439.1264    -442.9176       3.7912   325.9
5.8390        -439.1408    -442.8976       3.7568   322.9
5.8400        -439.1534    -442.8749       3.7215   319.9
5.8410        -439.1643    -442.8510       3.6867   316.9
5.8420        -439.1734    -442.8271       3.6537   314.1
5.8430        -439.1810    -442.8044       3.6234   311.5
5.8440        -439.1871    -442.7838       3.5967   309.2
5.8450        -439.1920    -442.7660       3.5740   307.2
5.8460        -439.1958    -442.7513       3.5555   305.6
5.8470        -439.1988    -442.7398       3.5411   304.4
5.8480        -439.2011    -442.7316       3.5305   303.5
5.8490        -439.2030    -442.7262       3.5232   302.9
5.8500        -439.2045    -442.7234       3.5189   302.5
5.8510        -439.2059    -442.7226       3.5167   302.3
5.8520        -439.2073    -442.7233       3.5160   302.2
5.8530        -439.2085    -442.7248       3.5163   302.3
5.8540        -439.2099    -442.7267       3.5168   302.3
5.8550        -439.2112    -442.7282       3.5170   302.3
5.8560        -439.2125    -442.7288       3.5163   302.3
5.8570        -439.2138    -442.7280       3.5142   302.1
5.8580        -439.2150    -442.7254       3.5105   301.8
5.8590        -439.2159    -442.7209       3.5050   301.3
5.8600        -439.2165    -442.7143       3.4978   300.7
5.8610        -439.2167    -442.7058       3.4891   299.9
5.8620        -439.2165    -442.6957       3.4792   299.1
5.8630        -439.2157    -442.6843       3.4686   298.2
5.8640        -439.2144    -442.6720       3.4575   297.2
5.8650        -439.2126    -442.6589       3.4463   296.2
5.8660        -439.2102    -442.6453       3.4351   295.3
5.8670        -439.2072    -442.6315       3.4243   294.4
5.8680        -439.2037    -442.6179       3.4141   293.5
5.8690        -439.1997    -442.6049       3.4052   292.7
5.8700        -439.1953    -442.5933       3.3979   292.1
5.8710        -439.1906    -442.5838       3.3932   291.7
5.8720        -439.1857    -442.5771       3.3915   291.5
5.8730        -439.1808    -442.5740       3.3932   291.7
5.8740        -439.1761    -442.5744       3.3983   292.1
5.8750        -439.1716    -442.5782       3.4065   292.8
5.8760        -439.1677    -442.5849       3.4172   293.7
5.8770        -439.1642    -442.5936       3.4293   294.8
5.8780        -439.1615    -442.6033       3.4418   295.9
5.8790        -439.1593    -442.6128       3.4535   296.9
5.8800        -439.1577    -442.6208       3.4631   297.7
5.8810        -439.1565    -442.6263       3.4698   298.3
5.8820        -439.1556    -442.6283       3.4727   298.5
5.8830        -439.1547    -442.6261       3.4714   298.4
5.8840        -439.1537    -442.6194       3.4658   297.9
5.8850        -439.1523    -442.6082       3.4559   297.1
5.8860        -439.1503    -442.5924       3.4421   295.9
5.8870        -439.1476    -442.5726       3.4250   294.4
5.8880        -439.1439    -442.5491       3.4052   292.7
5.8890        -439.1393    -442.5226       3.3833   290.8
5.8900        -439.1335    -442.4937       3.3603   288.8
5.8910        -439.1265    -442.4633       3.3368   286.8
5.8920        -439.1184    -442.4322       3.3138   284.9
5.8930        -439.1091    -442.4014       3.2923   283.0
5.8940        -439.0989    -442.3719       3.2731   281.4
5.8950        -439.0877    -442.3448       3.2571   280.0
5.8960        -439.0758    -442.3211       3.2453   279.0
5.8970        -439.0634    -442.3016       3.2382   278.4
5.8980        -439.0507    -442.2872       3.2365   278.2
5.8990        -439.0381    -442.2787       3.2406   278.6
5.9000        -439.0258    -442.2765       3.2507   279.4
5.9010        -439.0141    -442.2808       3.2667   280.8
5.9020        -439.0034    -442.2917       3.2883   282.7
5.9030        -438.9938    -442.3088       3.3151   285.0
5.9040        -438.9857    -442.3318       3.3461   287.6
5.9050        -438.9792    -442.3596       3.3804   290.6
5.9060        -438.9744    -442.3912       3.4169   293.7
5.9070        -438.9715    -442.4256       3.4541   296.9
5.9080        -438.9705    -442.4612       3.4907   300.1
5.9090        -438.9712    -442.4966       3.5254   303.0
5.9100        -438.9736    -442.5305       3.5568   305.7
5.9110        -438.9775    -442.5614       3.5839   308.1
5.9120        -438.9826    -442.5884       3.6057   309.9
5.9130        -438.9887    -442.6105       3.6218   311.3
5.9140        -438.9956    -442.6274       3.6318   312.2
5.9150        -439.0028    -442.6386       3.6358   312.5
5.9160        -439.0101    -442.6442       3.6342   312.4
5.9170        -439.0172    -442.6448       3.6276   311.8
5.9180        -439.0238    -442.6409       3.6171   310.9
5.9190        -439.0299    -442.6335       3.6036   309.8
5.9200        -439.0353    -442.6238       3.5885   308.5
5.9210        -439.0400    -442.6128       3.5728   307.1
5.9220        -439.0438    -442.6014       3.5577   305.8
5.9230        -439.0469    -442.5908       3.5440   304.6
5.9240        -439.0493    -442.5816       3.5323   303.6
5.9250        -439.0512    -442.5742       3.5230   302.8
5.9260        -439.0527    -442.5688       3.5161   302.2
5.9270        -439.0539    -442.5653       3.5114   301.8
5.9280        -439.0550    -442.5635       3.5085   301.6
5.9290        -439.0558    -442.5628       3.5070   301.5
5.9300        -439.0567    -442.5628       3.5062   301.4
5.9310        -439.0574    -442.5628       3.5053   301.3
5.9320        -439.0582    -442.5620       3.5038   301.2
5.9330        -439.0588    -442.5598       3.5010   300.9
5.9340        -439.0593    -442.5555       3.4963   300.5
5.9350        -439.0595    -442.5486       3.4892   299.9
5.9360        -439.0593    -442.5388       3.4796   299.1
5.9370        -439.0585    -442.5261       3.4676   298.1
5.9380        -439.0571    -442.5106       3.4535   296.9
5.9390        -439.0549    -442.4930       3.4380   295.5
5.9400        -439.0521    -442.4741       3.4221   294.2
5.9410        -439.0483    -442.4551       3.4068   292.8
5.9420        -439.0438    -442.4373       3.3935   291.7
5.9430        -439.0388    -442.4224       3.3836   290.8
5.9440        -439.0334    -442.4116       3.3782   290.4
5.9450        -439.0278    -442.4060       3.3782   290.4
5.9460        -439.0223    -442.4063       3.3840   290.9
5.9470        -439.0172    -442.4127       3.3955   291.9
5.9480        -439.0128    -442.4249       3.4121   293.3
5.9490        -439.0093    -442.4421       3.4328   295.1
5.9500        -439.0069    -442.4632       3.4563   297.1
5.9510        -439.0057    -442.4865       3.4807   299.2
5.9520        -439.0057    -442.5100       3.5043   301.2
5.9530        -439.0068    -442.5320       3.5251   303.0
5.9540        -439.0090    -442.5506       3.5417   304.4
5.9550        -439.0118    -442.5646       3.5528   305.4
5.9560        -439.0151    -442.5727       3.5577   305.8
5.9570        -439.0184    -442.5743       3.5559   305.7
5.9580        -439.0216    -442.5691       3.5475   304.9
5.9590        -439.0242    -442.5569       3.5327   303.7
5.9600        -439.0259    -442.5380       3.5121   301.9
5.9610        -439.0265    -442.5130       3.4864   299.7
5.9620        -439.0258    -442.4826       3.4568   297.1
5.9630        -439.0235    -442.4479       3.4244   294.4
5.9640        -439.0195    -442.4100       3.3905   291.4
5.9650        -439.0139    -442.3701       3.3562   288.5
5.9660        -439.0065    -442.3293       3.3229   285.6
5.9670        -438.9975    -442.2889       3.2915   282.9
5.9680        -438.9870    -442.2499       3.2629   280.5
5.9690        -438.9751    -442.2128       3.2377   278.3
5.9700        -438.9621    -442.1786       3.2165   276.5
5.9710        -438.9480    -442.1475       3.1995   275.0
5.9720        -438.9332    -442.1200       3.1868   273.9
5.9730        -438.9179    -442.0963       3.1784   273.2
5.9740        -438.9022    -442.0767       3.1745   272.9
5.9750        -438.8864    -442.0613       3.1749   272.9
5.9760        -438.8707    -442.0503       3.1796   273.3
5.9770        -438.8554    -442.0440       3.1887   274.1
5.9780        -438.8405    -442.0428       3.2023   275.3
5.9790        -438.8265    -442.0477       3.2212   276.9
5.9800        -438.8136    -442.0598       3.2462   279.0
5.9810        -438.8019    -442.0803       3.2784   281.8
5.9820        -438.7921    -442.1106       3.3184   285.2
5.9830        -438.7845    -442.1511       3.3666   289.4
5.9840        -438.7794    -442.2022       3.4228   294.2
5.9850        -438.7773    -442.2635       3.4862   299.7
5.9860        -438.7784    -442.3335       3.5551   305.6
5.9870        -438.7831    -442.4103       3.6272   311.8
5.9880        -438.7915    -442.4910       3.6996   318.0
5.9890        -438.8034    -442.5721       3.7687   324.0
5.9900        -438.8186    -442.6499       3.8312   329.3
5.9910        -438.8368    -442.7204       3.8836   333.8
5.9920        -438.8573    -442.7802       3.9229   337.2
5.9930        -438.8795    -442.8268       3.9474   339.3
5.9940        -438.9026    -442.8589       3.9563   340.1
5.9950        -438.9259    -442.8761       3.9502   339.6
5.9960        -438.9485    -442.8789       3.9304   337.9
5.9970        -438.9699    -442.8688       3.8989   335.1
5.9980        -438.9896    -442.8480       3.8584   331.7
5.9990        -439.0071    -442.8189       3.8118   327.7
6.0000        -439.0222    -442.7845       3.7623   323.4
6.0010        -439.0348    -442.7479       3.7131   319.2
6.0020        -439.0450    -442.7117       3.6667   315.2
6.0030        -439.0530    -442.6784       3.6254   311.6
6.0040        -439.0590    -442.6495       3.5905   308.6
6.0050        -439.0635    -442.6259       3.5625   306.2
6.0060        -439.0666    -442.6075       3.5409   304.4
6.0070        -439.0689    -442.5936       3.5247   303.0
6.0080        -439.0703    -442.5826       3.5123   301.9
6.0090        -439.0712    -442.5727       3.5015   301.0
6.0100        -439.0716    -442.5620       3.4904   300.0
6.0110        -439.0714    -442.5486       3.4773   298.9
6.0120        -439.0704    -442.5312       3.4609   297.5
6.0130        -439.0686    -442.5092       3.4406   295.8
6.0140        -439.0656    -442.4822       3.4165   293.7
6.0150        -439.0614    -442.4508       3.3894   291.3
6.0160        -439.0558    -442.4159       3.3601   288.8
6.0170        -439.0487    -442.3788       3.3301   286.3
6.0180        -439.0401    -442.3407       3.3006   283.7
6.0190        -439.0301    -442.3030       3.2729   281.3
6.0200        -439.0187    -442.2667       3.2480   279.2
6.0210        -439.0062    -442.2328       3.2266   277.4
6.0220        -438.9926    -442.2021       3.2095   275.9
6.0230        -438.9783    -442.1751       3.1968   274.8
6.0240        -438.9635    -442.1524       3.1889   274.1
6.0250        -438.9484    -442.1343       3.1859   273.9
6.0260        -438.9331    -442.1209       3.1878   274.0
6.0270        -438.9182    -442.1128       3.1946   274.6
6.0280        -438.9036    -442.1099       3.2063   275.6
6.0290        -438.8897    -442.1123       3.2226   277.0
6.0300        -438.8768    -442.1202       3.2434   278.8
6.0310        -438.8649    -442.1333       3.2684   280.9
6.0320        -438.8544    -442.1513       3.2970   283.4
6.0330        -438.8454    -442.1740       3.3286   286.1
6.0340        -438.8380    -442.2005       3.3625   289.0
6.0350        -438.8323    -442.2303       3.3980   292.1
6.0360        -438.8284    -442.2626       3.4342   295.2
6.0370        -438.8263    -442.2965       3.4702   298.3
6.0380        -438.8261    -442.3314       3.5053   301.3
6.0390        -438.8275    -442.3661       3.5386   304.2
6.0400        -438.8305    -442.3998       3.5692   306.8
6.0410        -438.8351    -442.4316       3.5965   309.2
6.0420        -438.8409    -442.4605       3.6196   311.1
6.0430        -438.8478    -442.4857       3.6379   312.7
6.0440        -438.8555    -442.5062       3.6508   313.8
6.0450        -438.8636    -442.5214       3.6577   314.4
6.0460        -438.8721    -442.5307       3.6586   314.5
6.0470        -438.8804    -442.5337       3.6533   314.0
6.0480        -438.8884    -442.5303       3.6419   313.1
6.0490        -438.8957    -442.5204       3.6247   311.6
6.0500        -438.9020    -442.5043       3.6023   309.7
6.0510        -438.9071    -442.4824       3.5753   307.3
6.0520        -438.9107    -442.4552       3.5445   304.7
6.0530        -438.9128    -442.4237       3.5110   301.8
6.0540        -438.9131    -442.3888       3.4757   298.8
6.0550        -438.9117    -442.3516       3.4399   295.7
6.0560        -438.9085    -442.3132       3.4047   292.7
6.0570        -438.9035    -442.2750       3.3714   289.8
6.0580        -438.8970    -442.2380       3.3410   287.2
6.0590        -438.8889    -442.2033       3.3143   284.9
6.0600        -438.8797    -442.1717       3.2920   283.0
6.0610        -438.8694    -442.1437       3.2743   281.5
6.0620        -438.8584    -442.1196       3.2613   280.3
6.0630        -438.8468    -442.0995       3.2527   279.6
6.0640        -438.8348    -442.0832       3.2484   279.2
6.0650        -438.8227    -442.0706       3.2480   279.2
6.0660        -438.8106    -442.0616       3.2510   279.5
6.0670        -438.7988    -442.0560       3.2573   280.0
6.0680        -438.7873    -442.0536       3.2663   280.8
6.0690        -438.7764    -442.0543       3.2780   281.8
6.0700        -438.7660    -442.0580       3.2920   283.0
6.0710        -438.7564    -442.0646       3.3082   284.4
6.0720        -438.7477    -442.0743       3.3267   286.0
6.0730        -438.7399    -442.0872       3.3472   287.7
6.0740        -438.7333    -442.1032       3.3699   289.7
6.0750        -438.7277    -442.1223       3.3945   291.8
6.0760        -438.7235    -442.1443       3.4208   294.1
6.0770        -438.7206    -442.1690       3.4484   296.4
6.0780        -438.7190    -442.1957       3.4767   298.9
6.0790        -438.7190    -442.2240       3.5050   301.3
6.0800        -438.7202    -442.2531       3.5328   303.7
6.0810        -438.7230    -442.2823       3.5593   306.0
6.0820        -438.7269    -442.3109       3.5840   308.1
6.0830        -438.7321    -442.3384       3.6063   310.0
6.0840        -438.7383    -442.3643       3.6259   311.7
6.0850        -438.7454    -442.3879       3.6425   313.1
6.0860        -438.7533    -442.4091       3.6557   314.2
6.0870        -438.7618    -442.4274       3.6656   315.1
6.0880        -438.7707    -442.4428       3.6721   315.6
6.0890        -438.7799    -442.4551       3.6753   315.9
6.0900        -438.7892    -442.4646       3.6754   315.9
6.0910        -438.7984    -442.4714       3.6729   315.7
6.0920        -438.8075    -442.4758       3.6683   315.3
6.0930        -438.8163    -442.4784       3.6621   314.8
6.0940        -438.8247    -442.4797       3.6549   314.2
6.0950        -438.8328    -442.4803       3.6475   313.5
6.0960        -438.8406    -442.4812       3.6406   312.9
6.0970        -438.8480    -442.4830       3.6350   312.5
6.0980        -438.8551    -442.4866       3.6315   312.2
6.0990        -438.8622    -442.4929       3.6307   312.1
6.1000        -438.8693    -442.5024       3.6332   312.3
6.1010        -438.8766    -442.5153       3.6388   312.8
6.1020        -438.8841    -442.5313       3.6472   313.5
6.1030        -438.8922    -442.5498       3.6576   314.4
6.1040        -438.9008    -442.5698       3.6690   315.4
6.1050        -438.9099    -442.5898       3.6798   316.3
6.1060        -438.9196    -442.6082       3.6886   317.1
6.1070        -438.9297    -442.6232       3.6935   317.5
6.1080        -438.9399    -442.6327       3.6928   317.4
6.1090        -438.9499    -442.6352       3.6853   316.8
6.1100        -438.9594    -442.6296       3.6702   315.5
6.1110        -438.9680    -442.6158       3.6478   313.6
6.1120        -438.9753    -442.5942       3.6189   311.1
6.1130        -438.9811    -442.5663       3.5852   308.2
6.1140        -438.9851    -442.5337       3.5486   305.0
6.1150        -438.9873    -442.4983       3.5110   301.8
6.1160        -438.9876    -442.4621       3.4745   298.7
6.1170        -438.9861    -442.4268       3.4407   295.8
6.1180        -438.9831    -442.3942       3.4111   293.2
6.1190        -438.9786    -442.3652       3.3866   291.1
6.1200        -438.9730    -442.3410       3.3680   289.5
6.1210        -438.9667    -442.3223       3.3556   288.4
6.1220        -438.9598    -442.3094       3.3496   287.9
6.1230        -438.9527    -442.3025       3.3497   287.9
6.1240        -438.9458    -442.3016       3.3558   288.5
6.1250        -438.9393    -442.3062       3.3669   289.4
6.1260        -438.9335    -442.3159       3.3824   290.8
6.1270        -438.9284    -442.3297       3.4012   292.4
6.1280        -438.9244    -442.3467       3.4222   294.2
6.1290        -438.9215    -442.3658       3.4443   296.1
6.1300        -438.9196    -442.3861       3.4665   298.0
6.1310        -438.9189    -442.4067       3.4879   299.8
6.1320        -438.9192    -442.4269       3.5077   301.5
6.1330        -438.9204    -442.4461       3.5257   303.1
6.1340        -438.9226    -442.4641       3.5416   304.4
6.1350        -438.9254    -442.4808       3.5553   305.6
6.1360        -438.9290    -442.4963       3.5673   306.6
6.1370        -438.9330    -442.5109       3.5779   307.6
6.1380        -438.9376    -442.5251       3.5875   308.4
6.1390        -438.9426    -442.5389       3.5963   309.1
6.1400        -438.9481    -442.5525       3.6044   309.8
6.1410        -438.9540    -442.5653       3.6113   310.4
6.1420        -438.9602    -442.5767       3.6165   310.9
6.1430        -438.9666    -442.5857       3.6191   311.1
6.1440        -438.9730    -442.5912       3.6182   311.0
6.1450        -438.9793    -442.5922       3.6129   310.6
6.1460        -438.9853    -442.5876       3.6023   309.7
6.1470        -438.9906    -442.5765       3.5859   308.2
6.1480        -438.9950    -442.5583       3.5634   306.3
6.1490        -438.9981    -442.5327       3.5346   303.8
6.1500        -438.9997    -442.4996       3.4999   300.9
6.1510        -438.9994    -442.4594       3.4600   297.4
6.1520        -438.9970    -442.4128       3.4158   293.6
6.1530        -438.9924    -442.3609       3.3685   289.6
6.1540        -438.9853    -442.3049       3.3196   285.4
6.1550        -438.9758    -442.2466       3.2708   281.2
6.1560        -438.9639    -442.1877       3.2238   277.1
6.1570        -438.9497    -442.1302       3.1805   273.4
6.1580        -438.9334    -442.0762       3.1427   270.1
6.1590        -438.9154    -442.0275       3.1120   267.5
6.1600        -438.8960    -441.9859       3.0899   265.6
6.1610        -438.8757    -441.9531       3.0774   264.5
6.1620        -438.8550    -441.9304       3.0753   264.4
6.1630        -438.8344    -441.9186       3.0842   265.1
6.1640        -438.8145    -441.9182       3.1037   266.8
6.1650        -438.7957    -441.9290       3.1333   269.3
6.1660        -438.7786    -441.9503       3.1717   272.6
6.1670        -438.7636    -441.9807       3.2172   276.5
6.1680        -438.7509    -442.0186       3.2676   280.9
6.1690        -438.7409    -442.0619       3.3210   285.5
6.1700        -438.7335    -442.1087       3.3752   290.1
6.1710        -438.7289    -442.1572       3.4284   294.7
6.1720        -438.7268    -442.2058       3.4790   299.1
6.1730        -438.7272    -442.2530       3.5258   303.1
6.1740        -438.7298    -442.2978       3.5679   306.7
6.1750        -438.7345    -442.3394       3.6049   309.9
6.1760        -438.7409    -442.3774       3.6365   312.6
6.1770        -438.7488    -442.4117       3.6630   314.9
6.1780        -438.7579    -442.4426       3.6847   316.7
6.1790        -438.7680    -442.4702       3.7022   318.2
6.1800        -438.7789    -442.4951       3.7162   319.4
6.1810        -438.7904    -442.5174       3.7270   320.4
6.1820        -438.8024    -442.5374       3.7349   321.1
6.1830        -438.8148    -442.5547       3.7399   321.5
6.1840        -438.8273    -442.5691       3.7417   321.6
6.1850        -438.8399    -442.5797       3.7398   321.5
6.1860        -438.8523    -442.5858       3.7335   320.9
6.1870        -438.8643    -442.5865       3.7222   320.0
6.1880        -438.8755    -442.5813       3.7058   318.5
6.1890        -438.8860    -442.5699       3.6839   316.7
6.1900        -438.8951    -442.5520       3.6569   314.3
6.1910        -438.9029    -442.5281       3.6252   311.6
6.1920        -438.9089    -442.4986       3.5897   308.6
6.1930        -438.9131    -442.4644       3.5513   305.3
6.1940        -438.9154    -442.4267       3.5113   301.8
6.1950        -438.9156    -442.3866       3.4710   298.4
6.1960        -438.9139    -442.3456       3.4317   295.0
6.1970        -438.9102    -442.3051       3.3949   291.8
6.1980        -438.9048    -442.2667       3.3620   289.0
6.1990        -438.8978    -442.2321       3.3343   286.6
6.2000        -438.8895    -442.2027       3.3131   284.8
6.2010        -438.8804    -442.1801       3.2997   283.6
6.2020        -438.8708    -442.1658       3.2951   283.2
6.2030        -438.8611    -442.1607       3.2996   283.6
6.2040        -438.8518    -442.1650       3.3133   284.8
6.2050        -438.8433    -442.1789       3.3356   286.7
6.2060        -438.8362    -442.2014       3.3652   289.3
6.2070        -438.8307    -442.2311       3.4004   292.3
6.2080        -438.8269    -442.2661       3.4392   295.6
6.2090        -438.8252    -442.3043       3.4791   299.1
6.2100        -438.8254    -442.3430       3.5176   302.4
6.2110        -438.8275    -442.3799       3.5524   305.4
6.2120        -438.8313    -442.4122       3.5810   307.8
6.2130        -438.8363    -442.4376       3.6013   309.6
6.2140        -438.8421    -442.4540       3.6119   310.5
6.2150        -438.8482    -442.4601       3.6119   310.5
6.2160        -438.8541    -442.4555       3.6014   309.6
6.2170        -438.8594    -442.4405       3.5811   307.8
6.2180        -438.8634    -442.4160       3.5526   305.4
6.2190        -438.8658    -442.3835       3.5177   302.4
6.2200        -438.8664    -442.3453       3.4789   299.0
6.2210        -438.8650    -442.3039       3.4389   295.6
6.2220        -438.8617    -442.2622       3.4005   292.3
6.2230        -438.8565    -442.2230       3.3665   289.4
6.2240        -438.8497    -442.1891       3.3393   287.0
6.2250        -438.8418    -442.1627       3.3209   285.5
6.2260        -438.8331    -442.1452       3.3121   284.7
6.2270        -438.8242    -442.1373       3.3131   284.8
6.2280        -438.8156    -442.1387       3.3231   285.7
6.2290        -438.8075    -442.1483       3.3407   287.2
6.2300        -438.8005    -442.1645       3.3639   289.2
6.2310        -438.7948    -442.1852       3.3904   291.4
6.2320        -438.7903    -442.2082       3.4179   293.8
6.2330        -438.7873    -442.2316       3.4443   296.1
6.2340        -438.7855    -442.2535       3.4681   298.1
6.2350        -438.7848    -442.2729       3.4881   299.8
6.2360        -438.7850    -442.2891       3.5040   301.2
6.2370        -438.7860    -442.3017       3.5157   302.2
6.2380        -438.7874    -442.3108       3.5234   302.9
6.2390        -438.7892    -442.3164       3.5272   303.2
6.2400        -438.7911    -442.3187       3.5276   303.2
6.2410        -438.7929    -442.3180       3.5251   303.0
6.2420        -438.7945    -442.3145       3.5200   302.6
6.2430        -438.7959    -442.3086       3.5126   301.9
6.2440        -438.7969    -442.3001       3.5032   301.1
6.2450        -438.7973    -442.2893       3.4920   300.2
6.2460        -438.7972    -442.2764       3.4793   299.1
6.2470        -438.7963    -442.2617       3.4654   297.9
6.2480        -438.7948    -442.2455       3.4507   296.6
6.2490        -438.7926    -442.2282       3.4357   295.3
6.2500        -438.7895    -442.2103       3.4208   294.0
6.2510        -438.7858    -442.1923       3.4065   292.8
6.2520        -438.7813    -442.1748       3.3934   291.7
6.2530        -438.7762    -442.1584       3.3822   290.7
6.2540        -438.7707    -442.1440       3.3733   290.0
6.2550        -438.7647    -442.1320       3.3673   289.4
6.2560        -438.7585    -442.1231       3.3646   289.2
6.2570        -438.7523    -442.1179       3.3657   289.3
6.2580        -438.7461    -442.1168       3.3707   289.7
6.2590        -438.7403    -442.1202       3.3799   290.5
6.2600        -438.7350    -442.1283       3.3933   291.7
6.2610        -438.7305    -442.1412       3.4106   293.2
6.2620        -438.7270    -442.1587       3.4317   295.0
6.2630        -438.7246    -442.1805       3.4560   297.1
6.2640        -438.7234    -442.2061       3.4828   299.4
6.2650        -438.7236    -442.2349       3.5113   301.8
6.2660        -438.7252    -442.2660       3.5407   304.4
6.2670        -438.7283    -442.2983       3.5700   306.9
6.2680        -438.7329    -442.3309       3.5979   309.3
6.2690        -438.7389    -442.3621       3.6233   311.5
6.2700        -438.7460    -442.3907       3.6448   313.3
6.2710        -438.7540    -442.4156       3.6616   314.8
6.2720        -438.7629    -442.4362       3.6733   315.8
6.2730        -438.7722    -442.4518       3.6795   316.3
6.2740        -438.7818    -442.4623       3.6806   316.4
6.2750        -438.7912    -442.4681       3.6769   316.1
6.2760        -438.8004    -442.4694       3.6690   315.4
6.2770        -438.8091    -442.4669       3.6578   314.4
6.2780        -438.8172    -442.4617       3.6444   313.3
6.2790        -438.8247    -442.4547       3.6301   312.0
6.2800        -438.8314    -442.4475       3.6161   310.8
6.2810        -438.8375    -442.4413       3.6038   309.8
6.2820        -438.8429    -442.4370       3.5941   308.9
6.2830        -438.8480    -442.4354       3.5875   308.4
6.2840        -438.8528    -442.4369       3.5841   308.1
6.2850        -438.8575    -442.4410       3.5836   308.0
6.2860        -438.8621    -442.4473       3.5852   308.2
6.2870        -438.8670    -442.4550       3.5880   308.4
