# Time [fs]    Et_avg [eV]    Ct_avg    Dt_avg    Gt_avg    Dt_fit_avg    Iw_avg
   1499.0000     0.051501    -0.002595     0.000000   261.690451     0.000000     0.483952
   1500.0000     0.071721    -0.002308     0.000000   261.664335     0.000000     0.498761
   1501.0000     0.093999    -0.001997     0.000000   261.632905     0.000000     0.631302
   1502.0000     0.117370    -0.001665     0.000000   261.596879     0.000000     0.685165
   1503.0000     0.141342    -0.001318     0.000000   261.557018     0.000000     0.499494
   1504.0000     0.164846    -0.000968     0.000000   261.514117     0.000000     0.793717
   1505.0000     0.187365    -0.000618     0.000000   261.468981     0.000000     0.478615
   1506.0000     0.207664    -0.000283     0.000000   261.422410     0.000000     0.495571
   1507.0000     0.225673     0.000024     0.000000   261.375169     0.000000     0.507909
   1508.0000     0.240589     0.000290     0.000000   261.327960     0.000000     0.431135
   1509.0000     0.251402     0.000514     0.000000   261.281396     0.000000     0.540222
   1510.0000     0.258984     0.000695     0.000000   261.235994     0.000000     0.640124
   1511.0000     0.261664     0.000840     0.000000   261.192174     0.000000     0.547166
   1512.0000     0.260182     0.000957     0.000000   261.150278     0.000000     0.528327
   1513.0000     0.256304     0.000982     0.000000   261.110536     0.000000     0.499518
   1514.0000     0.241836     0.001173     0.000000   261.073157     0.000000     0.552020
   1515.0000     0.223712     0.001340     0.000000   261.038471     0.000000     0.577952
   1516.0000     0.200404     0.001390     0.000000   261.006811     0.000000     0.585983
   1517.0000     0.172366     0.001464     0.000000   260.978373     0.000000     0.586276
   1518.0000     0.141018     0.001375     0.000000   260.953219     0.000000     0.644323
   1519.0000     0.107244     0.001352     0.000000   260.931276     0.000000     0.639561
   1520.0000     0.071780     0.001390     0.000000   260.912489     0.000000     0.617308
   1521.0000     0.035573     0.001283     0.000000   260.896827     0.000000     0.612657
   1522.0000    -0.000189     0.001333     0.000000   260.884218     0.000000     0.688925
   1523.0000    -0.034514     0.001281     0.000000   260.874628     0.000000     0.621724
   1524.0000    -0.066819     0.001212     0.000000   260.867985     0.000000     0.699835
   1525.0000    -0.096832     0.001023     0.000000   260.864070     0.000000     0.611925
   1526.0000    -0.123382     0.000690     0.000000   260.862433     0.000000     0.756417
   1527.0000    -0.146165     0.000558     0.000000   260.862505     0.000000     0.506462
   1528.0000    -0.164477     0.000376     0.000000   260.863837     0.000000     0.593268
   1529.0000    -0.176415     0.000261     0.000000   260.866075     0.000000     0.512797
   1530.0000    -0.171948     0.000100     0.000000   260.868889     0.000000     0.550903
   1531.0000    -0.164462    -0.000279     0.000000   260.871806     0.000000     0.640242
   1532.0000    -0.157210    -0.000590     0.000000   260.874119     0.000000     0.662829
   1533.0000    -0.150377    -0.000960     0.000000   260.875034     0.000000     0.622847
   1534.0000    -0.143660    -0.001366     0.000000   260.873714     0.000000     0.726648
   1535.0000    -0.137204    -0.001724     0.000000   260.869268     0.000000     0.661955
   1536.0000    -0.131175    -0.002126     0.000000   260.860818     0.000000     0.677595
   1537.0000    -0.125684    -0.002486     0.000000   260.847486     0.000000     0.679004
   1538.0000    -0.116541    -0.002822     0.000000   260.828429     0.000000     0.811032
   1539.0000    -0.096546    -0.003177     0.000000   260.802848     0.000000     0.668291
   1540.0000    -0.072816    -0.003467     0.000000   260.769971     0.000000     0.488496
   1541.0000    -0.377502    -0.003734     0.000000   260.729105     0.000000     0.710802
   1542.0000    -0.349355    -0.003866     0.000000   260.679697     0.000000     0.595377
   1543.0000    -0.322854    -0.003944     0.000000   260.621397     0.000000     0.657106
   1544.0000    -0.298456    -0.003967     0.000000   260.554024     0.000000     0.658368
   1545.0000    -0.274979    -0.003950     0.000000   260.477518     0.000000     0.764830
   1546.0000    -0.251420    -0.003878     0.000000   260.391927     0.000000     0.767224
   1547.0000    -0.245741    -0.003757     0.000000   260.297413     0.000000     0.803054
   1548.0000    -0.218634    -0.003580     0.000000   260.194261     0.000000     0.655272
   1549.0000    -0.302671    -0.003353     0.000000   260.082873     0.000000     0.561563
   1550.0000    -0.195743    -0.003057     0.000000   259.963786     0.000000     0.617568
   1551.0000    -0.188162    -0.002711     0.000000   259.837671     0.000000     0.600019
   1552.0000     0.212557    -0.002305     0.000000   259.705333     0.000000     0.603552
   1553.0000     0.229525    -0.001860     0.000000   259.567698     0.000000     0.748272
   1554.0000     0.242817    -0.001378     0.000000   259.425792     0.000000     0.428481
   1555.0000     0.253216    -0.000869     0.000000   259.280721     0.000000     0.671778
   1556.0000     0.261791    -0.000351     0.000000   259.133651     0.000000     0.585977
   1557.0000     0.268125     0.000167     0.000000   258.985771     0.000000     0.578689
   1558.0000     0.273436     0.000679     0.000000   258.838274     0.000000     0.718627
   1559.0000     0.277279     0.001173     0.000000   258.692333     0.000000     0.788604
   1560.0000     0.280358     0.001645     0.000000   258.549087     0.000000     0.772866
   1561.0000     0.282808     0.002091     0.000000   258.409622     0.000000     0.687362
   1562.0000     0.282510     0.002495     0.000000   258.274960     0.000000     0.626981
   1563.0000     0.278863     0.002991     0.000000   258.146110     0.000000     0.619225
   1564.0000     0.277256     0.003432     0.000000   258.024133     0.000000     0.713296
   1565.0000     0.265488     0.003794     0.000000   257.910031     0.000000     0.702800
   1566.0000     0.258088     0.004373     0.000000   257.804811     0.000000     0.719137
   1567.0000     0.253328     0.004560     0.000000   257.709458     0.000000     0.810987
   1568.0000     0.242360     0.004536     0.000000   257.624510     0.000000     0.685969
   1569.0000     0.241657     0.004362     0.000000   257.549945     0.000000     0.801182
   1570.0000     0.228411     0.003976     0.000000   257.485325     0.000000     0.664792
   1571.0000     0.220711     0.003832     0.000000   257.430022     0.000000     0.831554
   1572.0000     0.212220     0.003660     0.000000   257.383547     0.000000     0.568217
   1573.0000     0.202006     0.003500     0.000000   257.345527     0.000000     0.715752
   1574.0000     0.190261     0.002936     0.000000   257.315354     0.000000     0.614519
   1575.0000     0.180488     0.002599     0.000000   257.292088     0.000000     0.631097
   1576.0000     0.170466     0.002364     0.000000   257.274880     0.000000     0.719498
   1577.0000     0.150763     0.001812     0.000000   257.262946     0.000000     0.828200
   1578.0000     0.139428     0.001393     0.000000   257.255271     0.000000     0.738786
   1579.0000     0.125572     0.000836     0.000000   257.250731     0.000000     0.894586
   1580.0000     0.112581     0.000238     0.000000   257.248098     0.000000     0.806559
   1581.0000     0.095345    -0.000023     0.000000   257.246210     0.000000     0.859547
   1582.0000     0.076992    -0.000510     0.000000   257.244138     0.000000     0.787528
   1583.0000     0.057537    -0.001067     0.000000   257.240849     0.000000     1.016256
   1584.0000     0.034504    -0.001476     0.000000   257.235183     0.000000     0.616241
   1585.0000     0.014949    -0.002006     0.000000   257.226041     0.000000     0.743273
   1586.0000    -0.011325    -0.002406     0.000000   257.212343     0.000000     0.746454
   1587.0000    -0.049388    -0.002760     0.000000   257.193117     0.000000     0.745034
   1588.0000    -0.089916    -0.003096     0.000000   257.167531     0.000000     0.812707
   1589.0000    -0.130395    -0.003355     0.000000   257.134843     0.000000     0.988903
   1590.0000    -0.148403    -0.003557     0.000000   257.094443     0.000000     0.888250
   1591.0000    -0.145071    -0.003604     0.000000   257.045922     0.000000     0.605497
   1592.0000    -0.140514    -0.003687     0.000000   256.989062     0.000000     0.779643
   1593.0000    -0.557999    -0.003740     0.000000   256.923708     0.000000     0.693746
   1594.0000    -0.540338    -0.003654     0.000000   256.849803     0.000000     0.730918
   1595.0000    -0.521680    -0.003521     0.000000   256.767491     0.000000     0.713611
   1596.0000    -0.496381    -0.003349     0.000000   256.677075     0.000000     0.692794
   1597.0000    -0.488230    -0.003146     0.000000   256.578946     0.000000     0.619692
   1598.0000    -0.467651    -0.002922     0.000000   256.473567     0.000000     0.760474
   1599.0000    -0.457120    -0.002675     0.000000   256.361457     0.000000     0.585243
   1600.0000    -0.446506    -0.002412     0.000000   256.243182     0.000000     0.724886
   1601.0000    -0.086439    -0.002133     0.000000   256.119349     0.000000     0.676956
   1602.0000    -0.412542    -0.001876     0.000000   255.990580     0.000000     0.720615
   1603.0000    -0.422115    -0.001526     0.000000   255.857534     0.000000     0.763815
   1604.0000    -0.087175    -0.001161     0.000000   255.720974     0.000000     0.862194
   1605.0000    -0.054401    -0.000813     0.000000   255.581724     0.000000     0.819003
   1606.0000    -0.017478    -0.000471     0.000000   255.440594     0.000000     0.737055
   1607.0000     0.017721    -0.000280     0.000000   255.298290     0.000000     0.867669
   1608.0000     0.053701    -0.000196     0.000000   255.155278     0.000000     0.762980
   1609.0000     0.086632    -0.000144     0.000000   255.011795     0.000000     0.857556
   1610.0000     0.115995    -0.000111     0.000000   254.867969     0.000000     0.887134
   1611.0000     0.142495    -0.000111     0.000000   254.723868     0.000000     0.935958
   1612.0000     0.165161     0.000029     0.000000   254.579591     0.000000     0.744490
   1613.0000     0.184655     0.000129     0.000000   254.435357     0.000000     0.887105
   1614.0000     0.199649     0.000220     0.000000   254.291417     0.000000     0.886689
   1615.0000     0.211243     0.000302     0.000000   254.147979     0.000000     0.820891
   1616.0000     0.217531     0.000377     0.000000   254.005234     0.000000     0.902249
   1617.0000     0.218843     0.000451     0.000000   253.863360     0.000000     0.731537
   1618.0000     0.216415     0.000527     0.000000   253.722528     0.000000     0.845612
   1619.0000     0.208236     0.000604     0.000000   253.582913     0.000000     0.870327
   1620.0000     0.197125     0.000670     0.000000   253.444686     0.000000     0.948273
   1621.0000     0.182220     0.000729     0.000000   253.308000     0.000000     0.816112
   1622.0000     0.164589     0.000715     0.000000   253.172955     0.000000     0.879268
   1623.0000     0.144494     0.000850     0.000000   253.039645     0.000000     0.976962
   1624.0000     0.123074     0.000964     0.000000   252.908284     0.000000     1.151875
   1625.0000     0.100302     0.000959     0.000000   252.779081     0.000000     0.880280
   1626.0000     0.078106     0.000999     0.000000   252.652116     0.000000     1.136524
   1627.0000     0.056111     0.000928     0.000000   252.527393     0.000000     1.010747
   1628.0000     0.035683     0.000906     0.000000   252.404841     0.000000     0.920912
   1629.0000     0.017042     0.000950     0.000000   252.284418     0.000000     0.976050
   1630.0000     0.000510     0.000855     0.000000   252.166108     0.000000     1.110369
   1631.0000    -0.014068     0.000796     0.000000   252.049793     0.000000     0.967608
   1632.0000    -0.026208     0.000770     0.000000   251.935334     0.000000     1.231239
   1633.0000    -0.036919     0.000643     0.000000   251.822593     0.000000     0.894291
   1634.0000    -0.047633     0.000623     0.000000   251.711399     0.000000     0.886103
   1635.0000    -0.058676     0.000514     0.000000   251.601593     0.000000     1.248660
   1636.0000    -0.069423     0.000386     0.000000   251.492962     0.000000     0.778541
   1637.0000    -0.079373     0.000291     0.000000   251.385241     0.000000     0.945798
   1638.0000    -0.088235     0.000165     0.000000   251.278173     0.000000     0.916361
   1639.0000    -0.095956     0.000073     0.000000   251.171506     0.000000     0.813658
   1640.0000    -0.102186    -0.000010     0.000000   251.065012     0.000000     0.821678
   1641.0000    -0.108440    -0.000272     0.000000   250.958392     0.000000     1.120499
   1642.0000    -0.112938    -0.000474     0.000000   250.851178     0.000000     0.835186
   1643.0000    -0.116739    -0.000587     0.000000   250.742920     0.000000     0.878433
   1644.0000    -0.119599    -0.000708     0.000000   250.633304     0.000000     0.669560
   1645.0000    -0.121984    -0.000660     0.000000   250.522151     0.000000     0.842863
   1646.0000    -0.124003    -0.000664     0.000000   250.409445     0.000000     0.897969
   1647.0000    -0.125484    -0.000675     0.000000   250.295202     0.000000     0.977454
   1648.0000    -0.126630    -0.000577     0.000000   250.179464     0.000000     0.910919
   1649.0000    -0.127375    -0.000504     0.000000   250.062378     0.000000     0.927059
   1650.0000    -0.429364    -0.000406     0.000000   249.944145     0.000000     0.989048
   1651.0000    -0.415462    -0.000245     0.000000   249.825011     0.000000     1.002172
   1652.0000    -0.357453    -0.000093     0.000000   249.705308     0.000000     1.123877
   1653.0000    -0.383519     0.000099     0.000000   249.585413     0.000000     0.935552
   1654.0000    -0.381616     0.000310     0.000000   249.465759     0.000000     1.057582
   1655.0000    -0.371150     0.000534     0.000000   249.346827     0.000000     1.124806
   1656.0000    -0.387794     0.000759     0.000000   249.229130     0.000000     0.998899
   1657.0000    -0.281323     0.001003     0.000000   249.113195     0.000000     1.035399
   1658.0000    -0.338448     0.001390     0.000000   248.999657     0.000000     0.972171
   1659.0000    -0.296978     0.001808     0.000000   248.889346     0.000000     1.075565
   1660.0000    -0.324418     0.002209     0.000000   248.783198     0.000000     1.115046
   1661.0000    -0.315809     0.002539     0.000000   248.682108     0.000000     1.254845
   1662.0000    -0.304062     0.002622     0.000000   248.586736     0.000000     1.105214
   1663.0000    -0.293422     0.002673     0.000000   248.497397     0.000000     1.102398
   1664.0000    -0.287630     0.002692     0.000000   248.414209     0.000000     1.199488
   1665.0000    -0.280273     0.002767     0.000000   248.337267     0.000000     1.250069
   1666.0000    -0.275674     0.002812     0.000000   248.266693     0.000000     1.249756
   1667.0000    -0.269491     0.002776     0.000000   248.202563     0.000000     1.313589
   1668.0000     0.063317     0.002668     0.000000   248.144799     0.000000     1.062884
   1669.0000     0.090788     0.002495     0.000000   248.093156     0.000000     1.439547
   1670.0000     0.117331     0.002272     0.000000   248.047242     0.000000     1.052106
   1671.0000     0.142516     0.001988     0.000000   248.006537     0.000000     1.273950
   1672.0000     0.164692     0.001650     0.000000   247.970390     0.000000     1.215662
   1673.0000     0.182879     0.001263     0.000000   247.938024     0.000000     1.234733
   1674.0000     0.195726     0.000838     0.000000   247.908551     0.000000     1.309517
   1675.0000     0.202871     0.000384     0.000000   247.880996     0.000000     1.736197
   1676.0000     0.204491    -0.000082     0.000000   247.854321     0.000000     1.071626
   1677.0000     0.201611    -0.000554     0.000000   247.827454     0.000000     1.221811
   1678.0000     0.194765    -0.001022     0.000000   247.799311     0.000000     1.118287
   1679.0000     0.183914    -0.001465     0.000000   247.768825     0.000000     1.199436
   1680.0000     0.169987    -0.001879     0.000000   247.734974     0.000000     1.442970
   1681.0000     0.153224    -0.002251     0.000000   247.696810     0.000000     0.975602
   1682.0000     0.134481    -0.002581     0.000000   247.653475     0.000000     1.263557
   1683.0000     0.113803    -0.002863     0.000000   247.604210     0.000000     1.066579
   1684.0000     0.091133    -0.003090     0.000000   247.548369     0.000000     1.023297
   1685.0000     0.067202    -0.003250     0.000000   247.485436     0.000000     0.974392
   1686.0000     0.038703    -0.003348     0.000000   247.415036     0.000000     1.220415
   1687.0000     0.008024    -0.003377     0.000000   247.336948     0.000000     1.017175
   1688.0000    -0.022168    -0.003350     0.000000   247.251099     0.000000     1.098766
   1689.0000    -0.038752    -0.003271     0.000000   247.157547     0.000000     1.124223
   1690.0000    -0.037768    -0.003148     0.000000   247.056470     0.000000     1.277781
   1691.0000    -0.038417    -0.002987     0.000000   246.948147     0.000000     1.509436
   1692.0000    -0.034428    -0.002788     0.000000   246.832953     0.000000     1.177170
   1693.0000    -0.032291    -0.002554     0.000000   246.711344     0.000000     1.382038
   1694.0000    -0.030113    -0.002297     0.000000   246.583854     0.000000     0.931740
   1695.0000    -0.028470    -0.002019     0.000000   246.451074     0.000000     1.251781
   1696.0000    -0.027731    -0.001720     0.000000   246.313646     0.000000     1.475445
   1697.0000    -0.028374    -0.001403     0.000000   246.172258     0.000000     1.378575
   1698.0000    -0.031104    -0.001062     0.000000   246.027646     0.000000     1.537032
   1699.0000    -0.036143    -0.000711     0.000000   245.880589     0.000000     1.242259
   1700.0000    -0.043257    -0.000353     0.000000   245.731893     0.000000     1.213638
   1701.0000    -0.051983    -0.000074     0.000000   245.582337     0.000000     1.204407
   1702.0000    -0.061556     0.000460     0.000000   245.432758     0.000000     1.550733
   1703.0000    -0.063460     0.000785     0.000000   245.284120     0.000000     1.153456
   1704.0000    -0.038720     0.000984     0.000000   245.137222     0.000000     1.537069
   1705.0000    -0.012260     0.001329     0.000000   244.992679     0.000000     1.648546
   1706.0000     0.014600     0.001468     0.000000   244.851086     0.000000     1.446753
   1707.0000     0.041950     0.001835     0.000000   244.713012     0.000000     1.227304
   1708.0000     0.068197     0.002334     0.000000   244.579249     0.000000     1.390783
   1709.0000     0.092299     0.002632     0.000000   244.450757     0.000000     1.590804
   1710.0000     0.114916     0.003012     0.000000   244.328387     0.000000     1.494786
   1711.0000     0.133972     0.003430     0.000000   244.212991     0.000000     1.619251
   1712.0000     0.148810     0.003685     0.000000   244.105418     0.000000     1.526454
   1713.0000     0.160057     0.003776     0.000000   244.006255     0.000000     1.256293
   1714.0000     0.167087     0.003656     0.000000   243.915688     0.000000     1.701513
   1715.0000     0.167880     0.003780     0.000000   243.833700     0.000000     1.443007
   1716.0000     0.163774     0.003772     0.000000   243.760362     0.000000     1.371808
   1717.0000     0.155291     0.003908     0.000000   243.695813     0.000000     1.760794
   1718.0000     0.140779     0.003886     0.000000   243.640195     0.000000     1.529389
   1719.0000     0.119631     0.003679     0.000000   243.593439     0.000000     1.597477
   1720.0000     0.094382     0.003654     0.000000   243.555280     0.000000     1.737821
   1721.0000     0.067636     0.003389     0.000000   243.525417     0.000000     1.674757
   1722.0000     0.031731     0.003156     0.000000   243.503395     0.000000     1.304715
   1723.0000    -0.003953     0.003088     0.000000   243.488752     0.000000     1.563055
   1724.0000    -0.041075     0.003016     0.000000   243.481234     0.000000     1.462000
   1725.0000    -0.078099     0.002893     0.000000   243.480648     0.000000     1.703986
   1726.0000    -0.115116     0.002736     0.000000   243.486721     0.000000     1.498330
   1727.0000    -0.147891     0.002645     0.000000   243.499147     0.000000     1.606070
   1728.0000    -0.175066     0.002388     0.000000   243.517582     0.000000     1.361675
   1729.0000    -0.559507     0.002179     0.000000   243.541557     0.000000     1.713881
   1730.0000    -0.232080     0.002019     0.000000   243.570591     0.000000     1.433750
   1731.0000    -0.247569     0.001996     0.000000   243.604364     0.000000     1.558471
   1732.0000    -0.260966     0.001711     0.000000   243.642594     0.000000     1.666768
   1733.0000    -0.269100     0.001422     0.000000   243.684770     0.000000     1.430031
   1734.0000    -0.261403     0.001178     0.000000   243.730254     0.000000     1.800613
   1735.0000    -0.258991     0.000847     0.000000   243.778406     0.000000     1.469442
   1736.0000    -0.252150     0.000708     0.000000   243.828625     0.000000     1.516770
   1737.0000    -0.201176     0.000468     0.000000   243.880419     0.000000     1.672920
   1738.0000    -0.558535     0.000198     0.000000   243.933276     0.000000     1.891227
   1739.0000    -0.545924     0.000016     0.000000   243.986641     0.000000     1.620577
   1740.0000    -0.208919    -0.000227     0.000000   244.040008     0.000000     1.896326
   1741.0000    -0.191158    -0.000437     0.000000   244.092871     0.000000     2.018311
   1742.0000    -0.405698    -0.000583     0.000000   244.144762     0.000000     1.720764
   1743.0000    -0.379437    -0.000755     0.000000   244.195292     0.000000     2.033538
   1744.0000    -0.340998    -0.000872     0.000000   244.244110     0.000000     1.488545
   1745.0000    -0.425691    -0.000977     0.000000   244.290922     0.000000     1.643024
   1746.0000    -0.639351    -0.001047     0.000000   244.335500     0.000000     2.079674
   1747.0000    -0.437742    -0.001123     0.000000   244.377659     0.000000     2.493575
   1748.0000    -0.451730    -0.001171     0.000000   244.417242     0.000000     1.535915
   1749.0000    -0.479237    -0.001126     0.000000   244.454176     0.000000     2.462237
   1750.0000    -0.465983    -0.001065     0.000000   244.488520     0.000000     1.499533
   1751.0000    -0.472707    -0.000983     0.000000   244.520419     0.000000     2.058257
   1752.0000    -0.189189    -0.000887     0.000000   244.550056     0.000000     1.417494
   1753.0000    -0.191242    -0.000777     0.000000   244.577654     0.000000     1.853345
   1754.0000    -0.190708    -0.000650     0.000000   244.603468     0.000000     1.661167
   1755.0000    -0.197821    -0.000516     0.000000   244.627786     0.000000     1.691075
   1756.0000    -0.164771    -0.000372     0.000000   244.650918     0.000000     2.092378
   1757.0000    -0.281508    -0.000231     0.000000   244.673188     0.000000     1.875041
   1758.0000    -0.267960    -0.000086     0.000000   244.694928     0.000000     1.754942
   1759.0000     0.055443     0.000055     0.000000   244.716468     0.000000     1.999988
   1760.0000     0.066311     0.000181     0.000000   244.738126     0.000000     1.873799
   1761.0000     0.077865     0.000287     0.000000   244.760190     0.000000     1.852104
   1762.0000     0.090018     0.000373     0.000000   244.782905     0.000000     2.044307
   1763.0000     0.102758     0.000431     0.000000   244.806464     0.000000     2.008841
   1764.0000     0.115851     0.000458     0.000000   244.830999     0.000000     2.345951
   1765.0000     0.128807     0.000453     0.000000   244.856573     0.000000     1.764987
   1766.0000     0.141357     0.000414     0.000000   244.883171     0.000000     2.107128
   1767.0000     0.153122     0.000345     0.000000   244.910707     0.000000     2.329680
   1768.0000     0.163675     0.000241     0.000000   244.939020     0.000000     2.614347
   1769.0000     0.172593     0.000103     0.000000   244.967869     0.000000     2.247803
   1770.0000     0.179349    -0.000067     0.000000   244.996938     0.000000     2.397636
   1771.0000     0.184144    -0.000261     0.000000   245.025839     0.000000     2.248222
   1772.0000     0.187057    -0.000478     0.000000   245.054125     0.000000     2.629529
   1773.0000     0.187410    -0.000708     0.000000   245.081300     0.000000     2.700040
   1774.0000     0.185916    -0.000952     0.000000   245.106834     0.000000     1.488213
   1775.0000     0.182019    -0.001203     0.000000   245.130166     0.000000     2.245947
   1776.0000     0.177244    -0.001456     0.000000   245.150721     0.000000     1.931390
   1777.0000     0.172140    -0.001702     0.000000   245.167920     0.000000     2.394916
   1778.0000     0.160448    -0.001940     0.000000   245.181195     0.000000     2.286064
   1779.0000     0.150159    -0.002157     0.000000   245.190004     0.000000     2.272465
   1780.0000     0.139734    -0.002346     0.000000   245.193852     0.000000     2.423635
   1781.0000     0.125184    -0.002505     0.000000   245.192303     0.000000     2.783552
   1782.0000     0.110839    -0.002637     0.000000   245.184988     0.000000     2.609959
   1783.0000     0.095472    -0.002741     0.000000   245.171601     0.000000     3.002142
   1784.0000     0.081717    -0.002821     0.000000   245.151902     0.000000     2.352171
   1785.0000     0.066672    -0.002875     0.000000   245.125707     0.000000     2.068283
   1786.0000     0.052670    -0.002901     0.000000   245.092891     0.000000     2.753020
   1787.0000     0.040123    -0.002900     0.000000   245.053395     0.000000     2.149332
   1788.0000     0.028836    -0.002872     0.000000   245.007220     0.000000     2.663847
   1789.0000     0.017379    -0.002823     0.000000   244.954428     0.000000     2.824955
   1790.0000     0.012149    -0.002755     0.000000   244.895130     0.000000     2.695060
   1791.0000     0.010506    -0.002665     0.000000   244.829486     0.000000     3.387921
   1792.0000     0.005418    -0.002547     0.000000   244.757708     0.000000     3.154193
   1793.0000    -0.002895    -0.002398     0.000000   244.680068     0.000000     2.019109
   1794.0000    -0.013892    -0.002232     0.000000   244.596903     0.000000     2.865281
   1795.0000    -0.022519    -0.002053     0.000000   244.508593     0.000000     2.351138
   1796.0000    -0.019473    -0.001869     0.000000   244.415546     0.000000     2.634115
   1797.0000    -0.011865    -0.001689     0.000000   244.318184     0.000000     2.688549
   1798.0000     0.000213    -0.001506     0.000000   244.216925     0.000000     2.229079
   1799.0000     0.016524    -0.001333     0.000000   244.112184     0.000000     2.759451
   1800.0000     0.036983    -0.001175     0.000000   244.004358     0.000000     2.639427
   1801.0000     0.061217    -0.001028     0.000000   243.893813     0.000000     2.774786
   1802.0000     0.088013    -0.000893     0.000000   243.780889     0.000000     2.767215
   1803.0000     0.116414    -0.000776     0.000000   243.665894     0.000000     2.893418
   1804.0000     0.147077    -0.000679     0.000000   243.549095     0.000000     2.956117
   1805.0000     0.178053    -0.000592     0.000000   243.430724     0.000000     2.672040
   1806.0000     0.207756    -0.000505     0.000000   243.310984     0.000000     3.158139
   1807.0000     0.234485    -0.000476     0.000000   243.190045     0.000000     2.948785
   1808.0000     0.263737    -0.000320     0.000000   243.068081     0.000000     2.968765
   1809.0000     0.286077    -0.000247     0.000000   242.945330     0.000000     3.678329
   1810.0000     0.303260    -0.000137     0.000000   242.822030     0.000000     2.861957
   1811.0000     0.320693     0.000085     0.000000   242.698479     0.000000     3.596529
   1812.0000     0.330480    -0.000136     0.000000   242.574868     0.000000     2.790494
   1813.0000     0.330955    -0.000162     0.000000   242.451056     0.000000     3.670484
   1814.0000     0.325471    -0.000343     0.000000   242.326781     0.000000     3.244129
   1815.0000     0.320456    -0.000404     0.000000   242.201785     0.000000     2.920488
   1816.0000     0.314267    -0.000164     0.000000   242.076030     0.000000     3.391027
   1817.0000     0.307309    -0.000246     0.000000   241.949711     0.000000     3.194991
   1818.0000     0.300516    -0.000208     0.000000   241.822894     0.000000     3.524795
   1819.0000     0.283702    -0.000369     0.000000   241.695482     0.000000     3.332976
   1820.0000     0.259729    -0.000450     0.000000   241.567265     0.000000     3.393002
   1821.0000     0.234739    -0.000432     0.000000   241.438066     0.000000     3.641872
   1822.0000     0.205530    -0.000494     0.000000   241.307825     0.000000     4.056804
   1823.0000     0.173442    -0.000546     0.000000   241.176449     0.000000     3.895756
   1824.0000     0.139238    -0.000550     0.000000   241.043841     0.000000     4.745911
   1825.0000     0.103072    -0.000677     0.000000   240.909893     0.000000     4.691414
   1826.0000     0.065976    -0.000746     0.000000   240.774416     0.000000     4.051043
   1827.0000     0.028241    -0.000891     0.000000   240.637173     0.000000     4.843317
   1828.0000    -0.009270    -0.001019     0.000000   240.497884     0.000000     4.590977
   1829.0000    -0.047042    -0.001056     0.000000   240.356294     0.000000     2.996720
   1830.0000    -0.055820    -0.001084     0.000000   240.212271     0.000000     4.357825
   1831.0000    -0.061864    -0.001074     0.000000   240.065768     0.000000     3.994197
   1832.0000    -0.070256    -0.001088     0.000000   239.916774     0.000000     4.419622
   1833.0000    -0.079310    -0.001060     0.000000   239.765292     0.000000     5.238016
   1834.0000    -0.088201    -0.001032     0.000000   239.611363     0.000000     4.188650
   1835.0000    -0.293809    -0.001022     0.000000   239.455041     0.000000     5.551301
   1836.0000    -0.309337    -0.001000     0.000000   239.296365     0.000000     5.333420
   1837.0000    -0.603195    -0.000974     0.000000   239.135384     0.000000     5.235577
   1838.0000    -0.523162    -0.000949     0.000000   238.972154     0.000000     4.085367
   1839.0000    -0.079033    -0.000910     0.000000   238.806741     0.000000     4.541216
   1840.0000    -0.125344    -0.000872     0.000000   238.639228     0.000000     4.762782
   1841.0000     0.303006    -0.000850     0.000000   238.469692     0.000000     4.410738
   1842.0000    -0.087069    -0.000802     0.000000   238.298209     0.000000     4.008551
   1843.0000    -0.130184    -0.000741     0.000000   238.124883     0.000000     5.445375
   1844.0000    -0.131020    -0.000680     0.000000   237.949846     0.000000     4.805488
   1845.0000    -0.130685    -0.000622     0.000000   237.773238     0.000000     4.989683
   1846.0000    -0.129876    -0.000557     0.000000   237.595198     0.000000     7.052272
   1847.0000    -0.128598    -0.000541     0.000000   237.415845     0.000000     6.697736
   1848.0000    -0.113092    -0.000383     0.000000   237.235325     0.000000     4.538687
   1849.0000    -0.091320    -0.000232     0.000000   237.053918     0.000000     3.808048
   1850.0000    -0.066745    -0.000164     0.000000   236.871928     0.000000     4.954484
   1851.0000    -0.044856    -0.000060     0.000000   236.689579     0.000000     4.309725
   1852.0000    -0.030014    -0.000008     0.000000   236.507062     0.000000     5.076641
   1853.0000    -0.018702    -0.000043     0.000000   236.324475     0.000000     6.030820
   1854.0000    -0.010031    -0.000024     0.000000   236.141819     0.000000     4.569917
   1855.0000    -0.021150     0.000013     0.000000   235.959118     0.000000     5.521765
   1856.0000    -0.004429     0.000059     0.000000   235.776452     0.000000     5.747876
   1857.0000    -0.006643     0.000220     0.000000   235.593989     0.000000     5.595329
   1858.0000    -0.011700     0.000277     0.000000   235.411973     0.000000     6.634217
   1859.0000    -0.018079     0.000297     0.000000   235.230574     0.000000     4.826461
   1860.0000    -0.025793     0.000359     0.000000   235.049885     0.000000     6.646812
   1861.0000    -0.033102     0.000342     0.000000   234.869979     0.000000     5.253121
   1862.0000    -0.041234     0.000310     0.000000   234.690854     0.000000     6.762733
   1863.0000    -0.046632     0.000293     0.000000   234.512452     0.000000     5.921164
   1864.0000    -0.051315     0.000223     0.000000   234.334695     0.000000     6.541270
