#Distance(A) Planar-Average-Potential(eV)/Densitiy(e/A)
 29.3750             5.36349
 29.4643             5.36496
 29.5536             5.36625
 29.6429             5.36772
 29.7321             5.36902
 29.8214             5.37048
 29.9107             5.37177
 30.0000             5.37323
 30.0893             5.37453
 30.1786             5.37599
 30.2679             5.37729
 30.3571             5.37875
 30.4464             5.38005
 30.5357             5.38151
 30.6250             5.38280
 30.7143             5.38426
 30.8036             5.38556
 30.8929             5.38702
 30.9821             5.38832
 31.0714             5.38977
 31.1607             5.39107
 31.2500             5.39253
 31.3393             5.39383
 31.4286             5.39528
 31.5179             5.39659
 31.6071             5.39804
 31.6964             5.39934
 31.7857             5.40079
 31.8750             5.40210
 31.9643             5.40355
 32.0536             5.40486
 32.1429             5.40630
 32.2321             5.40762
 32.3214             5.40906
 32.4107             5.41037
 32.5000             5.41182
 32.5893             5.41313
 32.6786             5.41457
 32.7679             5.41589
 32.8571             5.41733
 32.9464             5.41865
 33.0357             5.42008
 33.1250             5.42141
 33.2143             5.42284
 33.3036             5.42417
 33.3929             5.42560
 33.4821             5.42692
 33.5714             5.42835
 33.6607             5.42968
 33.7500             5.43111
 33.8393             5.43244
 33.9286             5.43386
 34.0179             5.43520
 34.1071             5.43662
 34.1964             5.43796
 34.2857             5.43937
 34.3750             5.44072
 34.4643             5.44213
 34.5536             5.44347
 34.6429             5.44488
 34.7321             5.44623
 34.8214             5.44764
 34.9107             5.44899
